Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 22.66      2.11     2.11   887684     0.00     0.00  MarkReach
 20.95      4.06     1.95   451551     0.00     0.00  Moves
 19.55      5.88     1.82  1031355     0.00     0.00  GetPenalty
  3.81      6.24     0.36 10800060     0.00     0.00  AllBitsSetBS
  3.44      6.56     0.32  3404112     0.00     0.00  BitOrAndEqBS
  3.01      6.84     0.28    44567     0.00     0.00  DistToGoal
  2.79      7.10     0.26   401893     0.00     0.00  My_qsort
  2.26      7.31     0.21   713525     0.00     0.00  UnReach
  1.93      7.49     0.18 11926153     0.00     0.00  GetManDir
  1.83      7.66     0.17  3977403     0.00     0.00  Frozen
  1.72      7.82     0.16   533194     0.00     0.00  PenUpdateLowerBound
  1.72      7.98     0.16   433612     0.00     0.00  GenerateMoves
  1.50      8.12     0.14  2445959     0.00     0.00  BitOrEqBS
  1.18      8.23     0.11   385354     0.00     0.00  DeadUpdateLowerBound
  1.07      8.33     0.10   240686     0.00     0.00  PenMoveOrdering
  0.86      8.41     0.08   378031     0.00     0.00  PushesMoves
  0.75      8.48     0.07  3296859     0.00     0.00  SubMacro
  0.64      8.54     0.06   205333     0.00     0.00  NumberBitsBS
  0.54      8.59     0.05  1450297     0.00     0.00  BitNotAndNotAndNotBS
  0.54      8.64     0.05  1031355     0.00     0.00  BitAndNotButOrBS
  0.54      8.69     0.05   299937     0.00     0.00  MarkReachQuick
  0.54      8.74     0.05    10373     0.00     0.00  init_stats
  0.43      8.78     0.04  3337874     0.00     0.00  DeadLock2
  0.43      8.82     0.04  1204727     0.00     0.00  GetOptDist
  0.43      8.86     0.04  1031355     0.00     0.00  LogAndNotAndNotBS
  0.43      8.90     0.04   210574     0.00     0.00  DeadMakeMove
  0.32      8.93     0.03  5759274     0.00     0.00  PenCompare
  0.32      8.96     0.03  3404112     0.00     0.00  DeadLock
  0.32      8.99     0.03   285961     0.00     0.00  PenMakeMove
  0.32      9.02     0.03    40156     0.00     0.00  DeadLowerBound
  0.21      9.04     0.02   883597     0.00     0.00  GenAllSquares
  0.21      9.06     0.02   611145     0.00     0.00  LogAndBS
  0.21      9.08     0.02   512932     0.00     0.00  PSStoreHashTable
  0.21      9.10     0.02   445166     0.00     0.00  PSGetHashTable
  0.21      9.12     0.02    75516     0.00     0.00  Maximize
  0.11      9.13     0.01  1551010     0.00     0.00  DiffToDir
  0.11      9.14     0.01  1116806     0.00     0.00  XDistMan
  0.11      9.15     0.01   968418     0.00     0.00  AbortSearch
  0.11      9.16     0.01   611295     0.00     0.00  DistantSquares
  0.11      9.17     0.01   544158     0.00     0.00  BitAndNotEqBS
  0.11      9.18     0.01   377944     0.00     0.00  SetManStoneSquares
  0.11      9.19     0.01   262676     0.00     0.00  UpdateReach
  0.11      9.20     0.01   210574     0.00     0.00  DeadUnMakeMove
  0.11      9.21     0.01   192166     0.00     0.00  DeadMoveOrdering
  0.11      9.22     0.01    85120     0.00     0.00  NormHashKey
  0.11      9.23     0.01     6206     0.00     0.00  PenDeactivateStones
  0.11      9.24     0.01     4823     0.00     0.00  DeadIda
  0.11      9.25     0.01     4557     0.00     0.00  DeadStartIda
  0.11      9.26     0.01     4362     0.00     0.00  DeadDeactivateStones
  0.11      9.27     0.01     2176     0.00     0.00  MarkReachDist
  0.11      9.28     0.01      531     0.00     0.00  WhichStones
  0.11      9.29     0.01       31     0.00     0.00  LogAndNotBS
  0.11      9.30     0.01       23     0.00     0.00  PickUpEntrances
  0.11      9.31     0.01        1     0.01     0.01  SetDistDead
  0.05      9.31     0.01                             EqualBS
  0.00      9.31     0.00  4378691     0.00     0.00  DeadCompare
  0.00      9.31     0.00  1170353     0.00     0.00  BitNext
  0.00      9.31     0.00  1018521     0.00     0.00  DeadTree
  0.00      9.31     0.00   923926     0.00     0.00  UpdateHashKey
  0.00      9.31     0.00   498303     0.00     0.00  IncNodeCount
  0.00      9.31     0.00   346937     0.00     0.00  PSSetPathFlag
  0.00      9.31     0.00   285961     0.00     0.00  PenUnMakeMove
  0.00      9.31     0.00   251513     0.00     0.00  PenIsGoalNode
  0.00      9.31     0.00   245042     0.00     0.00  Debug
  0.00      9.31     0.00   198670     0.00     0.00  DeadIsGoalNode
  0.00      9.31     0.00    75516     0.00     0.00  FindTransitiveClosure
  0.00      9.31     0.00    44934     0.00     0.00  PenLowerBound
  0.00      9.31     0.00    40753     0.00     0.00  Crowding
  0.00      9.31     0.00    40753     0.00     0.00  DistantMove
  0.00      9.31     0.00    34456     0.00     0.00  GetScew
  0.00      9.31     0.00    33367     0.00     0.00  NewAddScew
  0.00      9.31     0.00    22345     0.00     0.00  XDistStone
  0.00      9.31     0.00    21826     0.00     0.00  compare_negval
  0.00      9.31     0.00    15888     0.00     0.00  SubsetBS
  0.00      9.31     0.00    14656     0.00     0.00  BitNotAndNotBS
  0.00      9.31     0.00    10649     0.00     0.00  print_stats
  0.00      9.31     0.00     8561     0.00     0.00  BitAndNotAndNotBS
  0.00      9.31     0.00     8543     0.00     0.00  FindClosestPosStone
  0.00      9.31     0.00     6486     0.00     0.00  PenIda
  0.00      9.31     0.00     5907     0.00     0.00  RegisterMove
  0.00      9.31     0.00     5835     0.00     0.00  PSUnSetPathFlag
  0.00      9.31     0.00     5825     0.00     0.00  PenStartIda
  0.00      9.31     0.00     5379     0.00     0.00  MinMatch
  0.00      9.31     0.00     3895     0.00     0.00  CleanReach
  0.00      9.31     0.00     3895     0.00     0.00  MarkReachGRoom
  0.00      9.31     0.00     3552     0.00     0.00  IncCounter
  0.00      9.31     0.00     3137     0.00     0.00  FindClosestPosMan
  0.00      9.31     0.00     2776     0.00     0.00  BetterUpdateLowerBound
  0.00      9.31     0.00     2776     0.00     0.00  MakeMove
  0.00      9.31     0.00     2607     0.00     0.00  IsGoalNodeNorm
  0.00      9.31     0.00     2602     0.00     0.00  BetterUpdateLowerBound2
  0.00      9.31     0.00     2602     0.00     0.00  UnMakeMove
  0.00      9.31     0.00     1775     0.00     0.00  FindFarthestPosStone
  0.00      9.31     0.00     1235     0.00     0.00  InitIDA
  0.00      9.31     0.00     1207     0.00     0.00  QualityCompare
  0.00      9.31     0.00     1207     0.00     0.00  StoreHashTable
  0.00      9.31     0.00     1083     0.00     0.00  GetHashTable
  0.00      9.31     0.00     1041     0.00     0.00  UpdateMaze
  0.00      9.31     0.00      760     0.00     0.00  NewMoveOrdering
  0.00      9.31     0.00      751     0.00     0.00  My_free
  0.00      9.31     0.00      593     0.00     0.00  MarkReachPos
  0.00      9.31     0.00      555     0.00     0.00  PenMoveSuspected
  0.00      9.31     0.00      544     0.00     0.00  AreaMove
  0.00      9.31     0.00      544     0.00     0.00  FindFringeStones
  0.00      9.31     0.00      540     0.00     0.00  Mprintf
  0.00      9.31     0.00      494     0.00     0.00  DeadMoveSuspected
  0.00      9.31     0.00      450     0.00     0.00  WasTestedPen
  0.00      9.31     0.00      428     0.00     0.00  SetPathFlag
  0.00      9.31     0.00      420     0.00     0.01  PenMove
  0.00      9.31     0.00      414     0.00     0.00  EntrComp
  0.00      9.31     0.00      389     0.00     0.01  DeadMove
  0.00      9.31     0.00      231     0.00     0.00  Isnt0BS
  0.00      9.31     0.00      228     0.00     0.00  AddMoreStones
  0.00      9.31     0.00      220     0.00     0.00  LogAndAndNotBS
  0.00      9.31     0.00      203     0.00     0.00  GroomIncPos
  0.00      9.31     0.00      200     0.00     0.00  AddConflict
  0.00      9.31     0.00      200     0.00     0.00  RemoveDuplicates
  0.00      9.31     0.00      192     0.00     0.00  RestoreMaze
  0.00      9.31     0.00      192     0.00     0.00  SaveMaze
  0.00      9.31     0.00      182     0.00     0.00  FindFirstSet
  0.00      9.31     0.00      182     0.00     0.00  FindPenalty
  0.00      9.31     0.00      182     0.00     0.00  InsertConflict
  0.00      9.31     0.00      180     0.00     0.00  BitAndNotBS
  0.00      9.31     0.00      170     0.00     0.00  GroomExcPos
  0.00      9.31     0.00      158     0.00     0.00  GoalReach
  0.00      9.31     0.00      119     0.00     0.00  Communicating
  0.00      9.31     0.00      119     0.00     0.00  GetBaseProps
  0.00      9.31     0.00      105     0.00     0.00  ValueSquare
  0.00      9.31     0.00      103     0.00     0.00  ValueSquareEntr
  0.00      9.31     0.00       95     0.00     0.00  PenMiniConflict
  0.00      9.31     0.00       87     0.00     0.00  HumanMove
  0.00      9.31     0.00       77     0.00     0.00  My_realloc
  0.00      9.31     0.00       72     0.00     0.00  StoneReach
  0.00      9.31     0.00       66     0.00     0.00  ResetHist
  0.00      9.31     0.00       60     0.00     0.00  My_malloc
  0.00      9.31     0.00       42     0.00     0.00  PropStonesDone
  0.00      9.31     0.00       37     0.00     0.00  DeadMiniConflict
  0.00      9.31     0.00       23     0.00     0.00  AddTestedPen
  0.00      9.31     0.00       23     0.00     0.00  GGGetHashTable
  0.00      9.31     0.00       23     0.00     0.00  GoodTested
  0.00      9.31     0.00       23     0.00     0.00  ValidateEntrances
  0.00      9.31     0.00       22     0.00     0.00  EvaluateGroom
  0.00      9.31     0.00       21     0.00     0.00  AddConflicts
  0.00      9.31     0.00       21     0.00     0.00  GGStoreHashTable
  0.00      9.31     0.00       21     0.00     0.00  InitPenalty
  0.00      9.31     0.00       21     0.00     0.00  InsertPenalty
  0.00      9.31     0.00       17     0.00     0.00  BitOrBS
  0.00      9.31     0.00       15     0.00     0.00  BuildGMTree
  0.00      9.31     0.00       15     0.00     0.00  GMDelHashEntry
  0.00      9.31     0.00       15     0.00     0.00  GMGetHashTable
  0.00      9.31     0.00       15     0.00     0.00  GetGMTree
  0.00      9.31     0.00       14     0.00     0.00  CreateGMacro
  0.00      9.31     0.00       14     0.00     0.00  CreatePropGMacro
  0.00      9.31     0.00       14     0.00     0.00  FindBestSquare
  0.00      9.31     0.00       14     0.00     0.00  GMStoreHashTable
  0.00      9.31     0.00       14     0.00     0.00  GetProperties
  0.00      9.31     0.00       14     0.00     0.00  GetSquareValues
  0.00      9.31     0.00       10     0.00     0.00  RemoveConflict
  0.00      9.31     0.00        8     0.00     0.00  CopyMaze
  0.00      9.31     0.00        8     0.00     0.00  DelCopiedMaze
  0.00      9.31     0.00        8     0.00     0.00  NumberBitsInt
  0.00      9.31     0.00        5     0.00     1.82  Ida
  0.00      9.31     0.00        4     0.00     0.00  AddMacro
  0.00      9.31     0.00        4     0.00     0.00  FindEndTunnel
  0.00      9.31     0.00        4     0.00     0.00  InitHist
  0.00      9.31     0.00        3     0.00     0.00  InitConflicts
  0.00      9.31     0.00        3     0.00     0.00  InitDCache
  0.00      9.31     0.00        2     0.00     0.00  CmdParam
  0.00      9.31     0.00        2     0.00     0.00  DelConflicts
  0.00      9.31     0.00        2     0.00     0.00  FreeDCache
  0.00      9.31     0.00        2     0.00     0.00  GetAvgHist
  0.00      9.31     0.00        2     0.00     0.00  GetCommand
  0.00      9.31     0.00        2     0.00     0.00  InitHashTables
  0.00      9.31     0.00        2     0.00     0.00  InitTree
  0.00      9.31     0.00        2     0.00     0.00  LoadTree
  0.00      9.31     0.00        1     0.00     0.00  AddPenalties
  0.00      9.31     0.00        1     0.00     0.00  AsimGoals
  0.00      9.31     0.00        1     0.00     0.00  BetterLowerBound
  0.00      9.31     0.00        1     0.00     0.00  DelGMTree
  0.00      9.31     0.00        1     0.00     0.00  DelMaze
  0.00      9.31     0.00        1     0.00     0.01  FindMacros
  0.00      9.31     0.00        1     0.00     0.00  FindStartEndTunnel
  0.00      9.31     0.00        1     0.00     0.00  GMInitHashTable
  0.00      9.31     0.00        1     0.00     0.01  GetNewDistances
  0.00      9.31     0.00        1     0.00     0.01  GrowDFS
  0.00      9.31     0.00        1     0.00     0.01  GrowRoom
  0.00      9.31     0.00        1     0.00     0.00  InDCache
  0.00      9.31     0.00        1     0.00     0.00  InitBS
  0.00      9.31     0.00        1     0.00     0.00  InitGRoom
  0.00      9.31     0.00        1     0.00     0.00  InitMaze
  0.00      9.31     0.00        1     0.00     0.00  InitNodeCount
  0.00      9.31     0.00        1     0.00     0.00  InitRandom
  0.00      9.31     0.00        1     0.00     9.31  MainMenu
  0.00      9.31     0.00        1     0.00     0.00  MakeName
  0.00      9.31     0.00        1     0.00     0.06  MarkAll
  0.00      9.31     0.00        1     0.00     0.00  MarkDead
  0.00      9.31     0.00        1     0.00     0.00  MarkOneConnected
  0.00      9.31     0.00        1     0.00     0.00  MarkOut
  0.00      9.31     0.00        1     0.00     0.00  MarkTG
  0.00      9.31     0.00        1     0.00     0.00  MarkTun
  0.00      9.31     0.00        1     0.00     0.00  My_exit
  0.00      9.31     0.00        1     0.00     0.00  PrintBit2Maze
  0.00      9.31     0.00        1     0.00     0.00  PrintSolution
  0.00      9.31     0.00        1     0.00     0.07  ReadMaze
  0.00      9.31     0.00        1     0.00     0.00  ResetMaze
