Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 31.15      0.19     0.19    34222     0.01     0.01  Moves
 14.75      0.28     0.09    24597     0.00     0.00  MarkReach
  9.84      0.34     0.06    23361     0.00     0.00  MarkReachGRoom
  4.92      0.37     0.03   142560     0.00     0.00  BitOrEqBS
  3.28      0.39     0.02   121630     0.00     0.00  BitOrAndEqBS
  3.28      0.41     0.02    48439     0.00     0.00  GetPenalty
  3.28      0.43     0.02    35121     0.00     0.00  UnReach
  3.28      0.45     0.02    22479     0.00     0.00  StoneReach
  3.28      0.47     0.02    14079     0.00     0.02  PushesMoves
  1.64      0.48     0.01   760876     0.00     0.00  GetOptDist
  1.64      0.49     0.01   165311     0.00     0.00  Frozen
  1.64      0.50     0.01   116404     0.00     0.00  DeadLock2
  1.64      0.51     0.01    48439     0.00     0.00  BitAndNotButOrBS
  1.64      0.52     0.01    26934     0.00     0.00  PenUpdateLowerBound
  1.64      0.53     0.01    18286     0.00     0.00  PSGetHashTable
  1.64      0.54     0.01    17220     0.00     0.00  GenerateMoves
  1.64      0.55     0.01    15945     0.00     0.00  PenUnMakeMove
  1.64      0.56     0.01     3821     0.00     0.01  PickUpEntrances
  1.64      0.57     0.01     3821     0.00     0.01  ValidateEntrances
  1.64      0.58     0.01     1065     0.01     0.01  MarkReachDist
  1.64      0.59     0.01      617     0.02     0.02  RegisterMove
  1.64      0.60     0.01        4     2.50     2.50  SetManDistances
  1.64      0.61     0.01        1    10.00    54.71  GrowDFS
  0.00      0.61     0.00   234315     0.00     0.00  PenCompare
  0.00      0.61     0.00   129067     0.00     0.00  GetManDir
  0.00      0.61     0.00   121630     0.00     0.00  DeadLock
  0.00      0.61     0.00   116404     0.00     0.00  SubMacro
  0.00      0.61     0.00   109493     0.00     0.00  XDistMan
  0.00      0.61     0.00   107612     0.00     0.00  DeadCompare
  0.00      0.61     0.00    95654     0.00     0.00  AllBitsSetBS
  0.00      0.61     0.00    90976     0.00     0.00  GenAllSquares
