Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 33.74      1.96     1.96   330643     0.00     0.00  MarkReach
 13.25      2.73     0.77    89944     0.00     0.00  Moves
 11.02      3.37     0.64   599375     0.00     0.00  GetPenalty
  8.09      3.84     0.47    76946     0.00     0.00  MarkReachGRoom
  5.16      4.14     0.30   480217     0.00     0.00  UnReach
  4.82      4.42     0.28  7818146     0.00     0.00  AllBitsSetBS
  3.61      4.63     0.21   370904     0.00     0.00  PenUpdateLowerBound
  2.24      4.76     0.13    44931     0.00     0.00  DistToGoal
  1.72      4.86     0.10  3271907     0.00     0.00  GetOptDist
  1.72      4.96     0.10   710488     0.00     0.00  BitNotAndNotAndNotBS
  1.55      5.05     0.09   108649     0.00     0.00  My_qsort
  1.55      5.14     0.09    25732     0.00     0.00  StoneReach
  1.38      5.22     0.08   185100     0.00     0.00  DeadUpdateLowerBound
  1.20      5.29     0.07   599375     0.00     0.00  BitAndNotButOrBS
  1.03      5.35     0.06   795774     0.00     0.00  BitOrEqBS
  0.69      5.39     0.04   108580     0.00     0.00  GenerateMoves
  0.52      5.42     0.03   848414     0.00     0.00  BitOrAndEqBS
  0.52      5.45     0.03   203934     0.00     0.00  GenAllSquares
  0.52      5.48     0.03    66530     0.00     0.00  PenMoveOrdering
  0.34      5.50     0.02   763905     0.00     0.00  DeadLock2
  0.34      5.52     0.02   197857     0.00     0.00  MarkReachQuick
  0.34      5.54     0.02    87132     0.00     0.00  GetScew
  0.34      5.56     0.02    64316     0.00     0.00  Maximize
  0.34      5.58     0.02     4565     0.00     0.00  PickUpEntrances
  0.34      5.60     0.02     2728     0.00     0.00  init_stats
  0.17      5.61     0.01  1244882     0.00     0.00  Frozen
  0.17      5.62     0.01   774707     0.00     0.00  GetManDir
  0.17      5.63     0.01   763905     0.00     0.00  SubMacro
  0.17      5.64     0.01   599375     0.00     0.00  LogAndNotAndNotBS
  0.17      5.65     0.01   536830     0.00     0.00  DiffToDir
  0.17      5.66     0.01   446707     0.00     0.00  LogAndBS
  0.17      5.67     0.01   354073     0.00     0.00  BitAndNotEqBS
  0.17      5.68     0.01   192854     0.00     0.00  PenUnMakeMove
  0.17      5.69     0.01   168458     0.00     0.00  PSGetHashTable
  0.17      5.70     0.01   101017     0.00     0.00  DeadMakeMove
  0.17      5.71     0.01    37412     0.00     0.00  PushesMoves
