Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 17.24      0.05     0.05    18740     0.00     0.00  MarkReach
 17.24      0.10     0.05    10985     0.00     0.00  Moves
  8.62      0.13     0.03   318676     0.00     0.00  AllBitsSetBS
  6.90      0.15     0.02  1001294     0.00     0.00  GetOptDist
  6.90      0.17     0.02    69453     0.00     0.00  BitAndNotButOrBS
  6.90      0.19     0.02    69453     0.00     0.00  GetPenalty
  3.45      0.20     0.01   185799     0.00     0.00  Frozen
  3.45      0.21     0.01   134830     0.00     0.00  BitOrAndEqBS
  3.45      0.22     0.01    69453     0.00     0.00  LogAndNotAndNotBS
  3.45      0.23     0.01    64200     0.00     0.00  UnReach
  3.45      0.24     0.01    49865     0.00     0.00  BitAndNotEqBS
  3.45      0.25     0.01    46576     0.00     0.00  PenUpdateLowerBound
  3.45      0.26     0.01    21233     0.00     0.00  GenerateMoves
  3.45      0.27     0.01    15529     0.00     0.00  PenMoveOrdering
  3.45      0.28     0.01     8477     0.00     0.00  DeadUnMakeMove
  3.45      0.29     0.01      155     0.06     0.06  InitIDA
  1.72      0.29     0.01                             EqualBS
  0.00      0.29     0.00   364239     0.00     0.00  GetManDir
  0.00      0.29     0.00   255108     0.00     0.00  PenCompare
  0.00      0.29     0.00   134830     0.00     0.00  DeadLock
  0.00      0.29     0.00   121794     0.00     0.00  DeadLock2
  0.00      0.29     0.00   121794     0.00     0.00  SubMacro
  0.00      0.29     0.00    71804     0.00     0.00  BitOrEqBS
  0.00      0.29     0.00    70109     0.00     0.00  DeadCompare
  0.00      0.29     0.00    67437     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.29     0.00    62564     0.00     0.00  UpdateHashKey
  0.00      0.29     0.00    57079     0.00     0.00  AbortSearch
  0.00      0.29     0.00    51769     0.00     0.00  DiffToDir
  0.00      0.29     0.00    43972     0.00     0.00  DeadTree
  0.00      0.29     0.00    34896     0.00     0.00  GetScew
  0.00      0.29     0.00    32871     0.00     0.00  NewAddScew
  0.00      0.29     0.00    32286     0.00     0.00  IncNodeCount
  0.00      0.29     0.00    31409     0.00     0.00  PSStoreHashTable
  0.00      0.29     0.00    25513     0.00     0.00  MarkReachQuick
