Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 24.25      0.81     0.81    87084     0.00     0.00  Moves
 16.77      1.37     0.56   117865     0.00     0.00  MarkReach
 11.68      1.76     0.39   303939     0.00     0.00  GetPenalty
  7.78      2.02     0.26   320357     0.00     0.00  UnReach
  6.59      2.24     0.22    39855     0.00     0.00  MarkReachGRoom
  3.59      2.36     0.12   255770     0.00     0.00  PenUpdateLowerBound
  3.59      2.48     0.12    17750     0.00     0.00  DistToGoal
  2.40      2.56     0.08    24929     0.00     0.00  StoneReach
  2.10      2.63     0.07  2760461     0.00     0.00  GetOptDist
  2.10      2.70     0.07  3815452     0.00     0.00  AllBitsSetBS
  1.50      2.75     0.05    75803     0.00     0.00  My_qsort
  1.20      2.79     0.04   366723     0.00     0.00  BitNotAndNotAndNotBS
  1.20      2.83     0.04   303939     0.00     0.00  LogAndNotAndNotBS
  1.20      2.87     0.04    75414     0.00     0.00  GenerateMoves
  0.90      2.90     0.03   672850     0.00     0.00  BitOrAndEqBS
  0.90      2.93     0.03   634054     0.00     0.00  SubMacro
  0.90      2.96     0.03    66116     0.00     0.00  PenMoveOrdering
  0.90      2.99     0.03    30116     0.00     0.00  PushesMoves
  0.90      3.02     0.03     5027     0.00     0.00  MarkReachDist
  0.90      3.05     0.03     2045     0.00     0.00  PenIda
  0.60      3.07     0.02   540713     0.00     0.00  BitOrEqBS
  0.60      3.09     0.02   303939     0.00     0.00  BitAndNotButOrBS
  0.60      3.11     0.02   203877     0.00     0.00  BitAndNotEqBS
  0.60      3.13     0.02   128089     0.00     0.00  MarkReachQuick
  0.60      3.15     0.02    14584     0.00     0.00  PenLowerBound
  0.60      3.17     0.02     4341     0.00     0.00  PickUpEntrances
  0.60      3.19     0.02     2118     0.00     0.00  DeadLowerBound
  0.30      3.20     0.01  1794510     0.00     0.00  PenCompare
  0.30      3.21     0.01   834040     0.00     0.00  Frozen
  0.30      3.22     0.01   181307     0.00     0.00  LogAndBS
  0.30      3.23     0.01   134234     0.00     0.00  PenMakeMove
  0.30      3.24     0.01   120769     0.00     0.00  UpdateReach
  0.30      3.25     0.01   110125     0.00     0.00  PSStoreHashTable
  0.30      3.26     0.01    51720     0.00     0.00  XDistMan
  0.30      3.27     0.01    26408     0.00     0.00  DeadUpdateLowerBound
  0.30      3.28     0.01    17060     0.00     0.00  NormHashKey
  0.30      3.29     0.01    12140     0.00     0.00  Maximize
  0.30      3.30     0.01     9134     0.00     0.00  GoalReach
  0.30      3.31     0.01     9110     0.00     0.00  DeadMoveOrdering
  0.30      3.32     0.01     1886     0.00     0.00  PenDeactivateStones
  0.30      3.33     0.01     1043     0.00     0.00  ValueSquare
  0.30      3.34     0.01        4     0.00     0.01  SetStoneDistances
  0.00      3.34     0.00   672850     0.00     0.00  DeadLock
  0.00      3.34     0.00   659462     0.00     0.00  GetManDir
  0.00      3.34     0.00   634054     0.00     0.00  DeadLock2
  0.00      3.34     0.00   283028     0.00     0.00  UpdateHashKey
  0.00      3.34     0.00   255659     0.00     0.00  GenAllSquares
  0.00      3.34     0.00   247149     0.00     0.00  DiffToDir
  0.00      3.34     0.00   230116     0.00     0.00  AbortSearch
  0.00      3.34     0.00   204458     0.00     0.00  DeadCompare
  0.00      3.34     0.00   198797     0.00     0.00  BitNext
  0.00      3.34     0.00   150004     0.00     0.00  DeadTree
  0.00      3.34     0.00   134234     0.00     0.00  PenUnMakeMove
  0.00      3.34     0.00   131551     0.00     0.00  IncNodeCount
  0.00      3.34     0.00    83460     0.00     0.00  PSGetHashTable
  0.00      3.34     0.00    73577     0.00     0.00  PenIsGoalNode
  0.00      3.34     0.00    68741     0.00     0.00  GetScew
  0.00      3.34     0.00    63265     0.00     0.00  NewAddScew
  0.00      3.34     0.00    44088     0.00     0.00  Debug
  0.00      3.34     0.00    41750     0.00     0.00  BitNotAndNotBS
  0.00      3.34     0.00    39855     0.00     0.00  CleanReach
  0.00      3.34     0.00    37438     0.00     0.00  EntrComp
  0.00      3.34     0.00    29939     0.00     0.00  SetManStoneSquares
  0.00      3.34     0.00    28671     0.00     0.00  PSSetPathFlag
  0.00      3.34     0.00    27234     0.00     0.00  DistantSquares
  0.00      3.34     0.00    17559     0.00     0.00  IncCounter
  0.00      3.34     0.00    14370     0.00     0.00  Isnt0BS
  0.00      3.34     0.00    14341     0.00     0.00  BitAndNotBS
  0.00      3.34     0.00    14175     0.00     0.00  DeadMakeMove
  0.00      3.34     0.00    14175     0.00     0.00  DeadUnMakeMove
  0.00      3.34     0.00    12140     0.00     0.00  FindTransitiveClosure
  0.00      3.34     0.00    11656     0.00     0.00  PSUnSetPathFlag
  0.00      3.34     0.00    10988     0.00     0.00  SubsetBS
  0.00      3.34     0.00    10839     0.00     0.00  NumberBitsBS
  0.00      3.34     0.00    10559     0.00     0.00  GroomIncPos
  0.00      3.34     0.00    10543     0.00     0.00  GroomExcPos
  0.00      3.34     0.00    10515     0.00     0.00  XDistStone
