Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 36.15      0.30     0.30    35991     0.01     0.01  Moves
 16.87      0.44     0.14    42795     0.00     0.00  MarkReach
  7.23      0.50     0.06  2150401     0.00     0.00  GetOptDist
  4.82      0.54     0.04    12906     0.00     0.00  StoneReach
  3.61      0.57     0.03   191671     0.00     0.00  BitOrEqBS
  3.61      0.60     0.03    60598     0.00     0.00  BitAndNotButOrBS
  3.61      0.63     0.03     6483     0.00     0.00  MarkReachGRoom
  2.41      0.65     0.02   219792     0.00     0.00  Frozen
  2.41      0.67     0.02    60598     0.00     0.00  GetPenalty
  2.41      0.69     0.02    22620     0.00     0.00  My_qsort
  1.20      0.70     0.01   483305     0.00     0.00  PenCompare
  1.20      0.71     0.01   178778     0.00     0.00  BitOrAndEqBS
  1.20      0.72     0.01   175916     0.00     0.00  DeadLock2
  1.20      0.73     0.01   107916     0.00     0.00  GenAllSquares
  1.20      0.74     0.01    84230     0.00     0.00  BitNotAndNotAndNotBS
  1.20      0.75     0.01    44516     0.00     0.00  PenUpdateLowerBound
  1.20      0.76     0.01    23014     0.00     0.00  GenerateMoves
  1.20      0.77     0.01    19186     0.00     0.02  PushesMoves
  1.20      0.78     0.01    12937     0.00     0.00  Isnt0BS
  1.20      0.79     0.01     3733     0.00     0.02  DistToGoal
  1.20      0.80     0.01     3195     0.00     0.00  PenLowerBound
  1.20      0.81     0.01     2879     0.00     0.00  MarkReachDist
  1.20      0.82     0.01      653     0.02     0.80  PenIda
  0.60      0.83     0.01    60598     0.00     0.00  LogAndNotAndNotBS
  0.60      0.83     0.01                             LogOrBS
  0.00      0.83     0.00   342191     0.00     0.00  GetManDir
  0.00      0.83     0.00   272824     0.00     0.00  DiffToDir
  0.00      0.83     0.00   178778     0.00     0.00  DeadLock
  0.00      0.83     0.00   175897     0.00     0.00  SubMacro
  0.00      0.83     0.00   115800     0.00     0.00  AllBitsSetBS
  0.00      0.83     0.00    97188     0.00     0.00  DeadCompare
  0.00      0.83     0.00    80536     0.00     0.00  GetScew
  0.00      0.83     0.00    79240     0.00     0.00  NewAddScew
  0.00      0.83     0.00    66299     0.00     0.00  DeadTree
  0.00      0.83     0.00    54934     0.00     0.00  UpdateHashKey
  0.00      0.83     0.00    54375     0.00     0.00  AbortSearch
