Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 27.19      0.28     0.28    67609     0.00     0.00  MarkReach
 21.36      0.50     0.22    32458     0.00     0.00  Moves
  7.77      0.58     0.08  4919757     0.00     0.00  GetOptDist
  7.77      0.66     0.08   105312     0.00     0.00  UnReach
  4.85      0.71     0.05   106564     0.00     0.00  GetPenalty
  4.85      0.76     0.05    25523     0.00     0.00  GenerateMoves
  3.88      0.80     0.04    99453     0.00     0.00  GetScew
  3.88      0.84     0.04    23992     0.00     0.00  My_qsort
  2.91      0.87     0.03   215516     0.00     0.00  Frozen
  2.91      0.90     0.03     8677     0.00     0.00  MarkReachGRoom
  2.91      0.93     0.03     6923     0.00     0.00  DistToGoal
  1.94      0.95     0.02   154344     0.00     0.00  BitNotAndNotAndNotBS
  1.94      0.97     0.02     3657     0.00     0.00  MarkReachDist
  0.97      0.98     0.01   112587     0.00     0.00  BitOrEqBS
  0.97      0.99     0.01    92016     0.00     0.00  PenUpdateLowerBound
  0.97      1.00     0.01    60577     0.00     0.00  BitAndNotEqBS
  0.97      1.01     0.01    29641     0.00     0.00  PSGetHashTable
  0.97      1.02     0.01      377     0.00     0.00  GoalReach
  0.97      1.03     0.01        1     0.01     0.01  SetDistDead
  0.00      1.03     0.00   805218     0.00     0.00  GetManDir
  0.00      1.03     0.00   513567     0.00     0.00  PenCompare
  0.00      1.03     0.00   217726     0.00     0.00  AllBitsSetBS
  0.00      1.03     0.00   185317     0.00     0.00  BitOrAndEqBS
  0.00      1.03     0.00   185317     0.00     0.00  DeadLock
  0.00      1.03     0.00   177352     0.00     0.00  DeadLock2
  0.00      1.03     0.00   177352     0.00     0.00  SubMacro
  0.00      1.03     0.00   170063     0.00     0.00  DiffToDir
  0.00      1.03     0.00   106564     0.00     0.00  BitAndNotButOrBS
  0.00      1.03     0.00   106564     0.00     0.00  LogAndNotAndNotBS
  0.00      1.03     0.00   101050     0.00     0.00  DeadTree
  0.00      1.03     0.00   101022     0.00     0.00  UpdateHashKey
  0.00      1.03     0.00    97149     0.00     0.00  NewAddScew
  0.00      1.03     0.00    79356     0.00     0.00  AbortSearch
  0.00      1.03     0.00    73097     0.00     0.00  GenAllSquares
  0.00      1.03     0.00    47575     0.00     0.00  PenMakeMove
  0.00      1.03     0.00    47575     0.00     0.00  PenUnMakeMove
  0.00      1.03     0.00    47063     0.00     0.00  IncNodeCount
  0.00      1.03     0.00    44336     0.00     0.00  MarkReachQuick
  0.00      1.03     0.00    42399     0.00     0.00  UpdateReach
  0.00      1.03     0.00    42302     0.00     0.00  DeadCompare
  0.00      1.03     0.00    36210     0.00     0.00  PSStoreHashTable
  0.00      1.03     0.00    35909     0.00     0.00  XDistMan
  0.00      1.03     0.00    26156     0.00     0.00  PenIsGoalNode
  0.00      1.03     0.00    21863     0.00     0.00  PenMoveOrdering
  0.00      1.03     0.00    19659     0.00     0.00  PushesMoves
  0.00      1.03     0.00    19474     0.00     0.00  SetManStoneSquares
  0.00      1.03     0.00    18627     0.00     0.00  DistantSquares
  0.00      1.03     0.00    13759     0.00     0.00  PSSetPathFlag
  0.00      1.03     0.00    12243     0.00     0.00  Debug
  0.00      1.03     0.00     9249     0.00     0.00  BitNotAndNotBS
  0.00      1.03     0.00     8677     0.00     0.00  CleanReach
  0.00      1.03     0.00     8252     0.00     0.00  DeadUpdateLowerBound
  0.00      1.03     0.00     7757     0.00     0.00  IncCounter
  0.00      1.03     0.00     5995     0.00     0.00  compare_negval
  0.00      1.03     0.00     4496     0.00     0.00  DeadMakeMove
  0.00      1.03     0.00     4496     0.00     0.00  DeadUnMakeMove
  0.00      1.03     0.00     4440     0.00     0.00  NormHashKey
  0.00      1.03     0.00     4025     0.00     0.00  NumberBitsBS
  0.00      1.03     0.00     3789     0.00     0.00  DeadIsGoalNode
  0.00      1.03     0.00     3538     0.00     0.00  PenLowerBound
  0.00      1.03     0.00     3475     0.00     0.00  DeadMoveOrdering
  0.00      1.03     0.00      887     0.00     0.00  Crowding
  0.00      1.03     0.00      887     0.00     0.00  DistantMove
  0.00      1.03     0.00      860     0.00     0.00  DeadLowerBound
  0.00      1.03     0.00      755     0.00     0.00  MinMatch
  0.00      1.03     0.00      744     0.00     0.00  My_free
  0.00      1.03     0.00      707     0.00     0.00  PSUnSetPathFlag
  0.00      1.03     0.00      595     0.00     0.00  LogAndBS
