Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 45.24      0.57     0.57   107109     0.00     0.00  MarkReachGRoom
 15.08      0.76     0.19    25783     0.00     0.00  MarkReach
 14.29      0.94     0.18    22883     0.00     0.00  Moves
  4.76      1.00     0.06    65740     0.00     0.00  PenUpdateLowerBound
  3.17      1.04     0.04  3090252     0.00     0.00  GetOptDist
  2.38      1.07     0.03    84802     0.00     0.00  GetPenalty
  1.59      1.09     0.02    93355     0.00     0.00  BitNotAndNotAndNotBS
  1.59      1.11     0.02    87484     0.00     0.00  UnReach
  1.59      1.13     0.02    34702     0.00     0.00  MarkReachQuick
  1.59      1.15     0.02    13628     0.00     0.00  StoneReach
  1.59      1.17     0.02     2933     0.00     0.00  PickUpEntrances
  0.79      1.18     0.01   174315     0.00     0.00  Frozen
  0.79      1.19     0.01   130550     0.00     0.00  BitOrEqBS
  0.79      1.20     0.01   107654     0.00     0.00  BitNotAndNotBS
  0.79      1.21     0.01     2855     0.00     0.00  Maximize
  0.79      1.22     0.01     2845     0.00     0.00  MarkReachDist
  0.79      1.23     0.01      896     0.00     0.00  DeadLowerBound
  0.79      1.24     0.01      510     0.00     0.00  PenIda
  0.79      1.25     0.01        1     0.01     0.05  SetDistDistances
  0.79      1.26     0.01                             Moves2
  0.00      1.26     0.00   405121     0.00     0.00  GetManDir
  0.00      1.26     0.00   300071     0.00     0.00  AllBitsSetBS
  0.00      1.26     0.00   267713     0.00     0.00  PenCompare
  0.00      1.26     0.00   181804     0.00     0.00  DiffToDir
  0.00      1.26     0.00   157942     0.00     0.00  BitAndNotEqBS
  0.00      1.26     0.00   133906     0.00     0.00  BitOrAndEqBS
  0.00      1.26     0.00   133906     0.00     0.00  DeadLock
  0.00      1.26     0.00   128670     0.00     0.00  DeadLock2
  0.00      1.26     0.00   128670     0.00     0.00  SubMacro
  0.00      1.26     0.00   107109     0.00     0.00  CleanReach
  0.00      1.26     0.00    84802     0.00     0.00  BitAndNotButOrBS
  0.00      1.26     0.00    84802     0.00     0.00  LogAndNotAndNotBS
  0.00      1.26     0.00    79322     0.00     0.00  UpdateHashKey
  0.00      1.26     0.00    73623     0.00     0.00  GetScew
  0.00      1.26     0.00    72023     0.00     0.00  NewAddScew
  0.00      1.26     0.00    68403     0.00     0.00  AbortSearch
  0.00      1.26     0.00    52549     0.00     0.00  DeadCompare
  0.00      1.26     0.00    51408     0.00     0.00  IncNodeCount
  0.00      1.26     0.00    49812     0.00     0.00  DeadTree
  0.00      1.26     0.00    44786     0.00     0.00  GenAllSquares
  0.00      1.26     0.00    39546     0.00     0.00  BitNext
  0.00      1.26     0.00    38759     0.00     0.00  EntrComp
  0.00      1.26     0.00    35119     0.00     0.00  PSStoreHashTable
  0.00      1.26     0.00    34312     0.00     0.00  PenMakeMove
  0.00      1.26     0.00    34312     0.00     0.00  PenUnMakeMove
  0.00      1.26     0.00    32870     0.00     0.00  UpdateReach
  0.00      1.26     0.00    28403     0.00     0.00  PSGetHashTable
  0.00      1.26     0.00    27308     0.00     0.00  LogAndBS
  0.00      1.26     0.00    25273     0.00     0.00  GenerateMoves
  0.00      1.26     0.00    24297     0.00     0.00  My_qsort
  0.00      1.26     0.00    23128     0.00     0.00  PenIsGoalNode
  0.00      1.26     0.00    20072     0.00     0.00  PenMoveOrdering
  0.00      1.26     0.00    19578     0.00     0.00  XDistMan
  0.00      1.26     0.00    17189     0.00     0.00  PushesMoves
  0.00      1.26     0.00    17085     0.00     0.00  SetManStoneSquares
  0.00      1.26     0.00    14452     0.00     0.00  PSSetPathFlag
  0.00      1.26     0.00    12984     0.00     0.00  DeadUpdateLowerBound
  0.00      1.26     0.00    12967     0.00     0.00  Isnt0BS
  0.00      1.26     0.00    12933     0.00     0.00  BitAndNotBS
  0.00      1.26     0.00    12753     0.00     0.00  Debug
  0.00      1.26     0.00    10931     0.00     0.00  DistantSquares
  0.00      1.26     0.00    10882     0.00     0.00  GroomIncPos
  0.00      1.26     0.00    10826     0.00     0.00  GroomExcPos
  0.00      1.26     0.00    10000     0.00     0.00  GGGetHashTable
  0.00      1.26     0.00     8800     0.00     0.00  NumberBitsInt
  0.00      1.26     0.00     6882     0.00     0.00  DeadMakeMove
  0.00      1.26     0.00     6882     0.00     0.00  DeadUnMakeMove
  0.00      1.26     0.00     5853     0.00     0.00  NumberBitsBS
  0.00      1.26     0.00     5700     0.00     0.00  GoalReach
  0.00      1.26     0.00     5568     0.00     0.00  DeadIsGoalNode
  0.00      1.26     0.00     5179     0.00     0.00  IncCounter
  0.00      1.26     0.00     5055     0.00     0.00  DeadMoveOrdering
  0.00      1.26     0.00     4468     0.00     0.00  NormHashKey
  0.00      1.26     0.00     3330     0.00     0.00  PenLowerBound
  0.00      1.26     0.00     2933     0.00     0.00  ValidateEntrances
  0.00      1.26     0.00     2932     0.00     0.00  EvaluateGroom
  0.00      1.26     0.00     2931     0.00     0.00  GGStoreHashTable
  0.00      1.26     0.00     2855     0.00     0.00  FindTransitiveClosure
  0.00      1.26     0.00     1851     0.00     0.00  compare_negval
  0.00      1.26     0.00     1088     0.00     0.00  SubsetBS
  0.00      1.26     0.00      910     0.00     0.00  XDistStone
  0.00      1.26     0.00      873     0.00     0.00  My_free
  0.00      1.26     0.00      808     0.00     0.00  ValueSquareEntr
  0.00      1.26     0.00      714     0.00     0.00  Communicating
  0.00      1.26     0.00      714     0.00     0.00  GetBaseProps
  0.00      1.26     0.00      683     0.00     0.00  PSUnSetPathFlag
  0.00      1.26     0.00      643     0.00     0.00  Crowding
  0.00      1.26     0.00      643     0.00     0.00  DistantMove
  0.00      1.26     0.00      634     0.00     0.00  ValueSquare
  0.00      1.26     0.00      599     0.00     0.00  MinMatch
  0.00      1.26     0.00      549     0.00     0.00  print_stats
  0.00      1.26     0.00      536     0.00     0.00  CreatePropGMacro
  0.00      1.26     0.00      536     0.00     0.00  FindBestSquare
  0.00      1.26     0.00      529     0.00     0.00  init_stats
  0.00      1.26     0.00      447     0.00     0.00  Mprintf
  0.00      1.26     0.00      446     0.00     0.00  PenDeactivateStones
  0.00      1.26     0.00      403     0.00     0.00  MakeMove
  0.00      1.26     0.00      403     0.00     0.00  PenStartIda
  0.00      1.26     0.00      400     0.00     0.00  BetterUpdateLowerBound
  0.00      1.26     0.00      345     0.00     0.00  BitAndNotAndNotBS
  0.00      1.26     0.00      332     0.00     0.00  FindClosestPosStone
  0.00      1.26     0.00      269     0.00     0.00  QualityCompare
  0.00      1.26     0.00      269     0.00     0.00  StoreHashTable
  0.00      1.26     0.00      264     0.00     0.00  FindClosestPosMan
  0.00      1.26     0.00      210     0.00     0.00  My_realloc
  0.00      1.26     0.00      198     0.00     0.00  IsGoalNodeNorm
  0.00      1.26     0.00      195     0.00     0.00  FindFarthestPosStone
  0.00      1.26     0.00      195     0.00     0.00  RegisterMove
  0.00      1.26     0.00      195     0.00     0.00  UnMakeMove
  0.00      1.26     0.00      194     0.00     0.00  BetterUpdateLowerBound2
  0.00      1.26     0.00      161     0.00     0.00  BuildGMTree
  0.00      1.26     0.00      161     0.00     0.00  GMGetHashTable
  0.00      1.26     0.00      160     0.00     0.00  CreateGMacro
  0.00      1.26     0.00      157     0.00     0.00  GetHashTable
  0.00      1.26     0.00      146     0.00     0.00  NewMoveOrdering
  0.00      1.26     0.00      144     0.00     0.00  DeadIda
  0.00      1.26     0.00      132     0.00     0.00  AreaMove
  0.00      1.26     0.00      132     0.00     0.00  FindFringeStones
  0.00      1.26     0.00      130     0.00     0.00  My_malloc
  0.00      1.26     0.00      129     0.00     0.00  DeadStartIda
  0.00      1.26     0.00      121     0.00     0.00  InitIDA
  0.00      1.26     0.00      116     0.00     0.00  DeadDeactivateStones
  0.00      1.26     0.00      113     0.00     0.00  PenMoveSuspected
  0.00      1.26     0.00      104     0.00     0.00  HumanMove
  0.00      1.26     0.00       86     0.00     0.00  BitOrBS
  0.00      1.26     0.00       85     0.00     0.00  UpdateMaze
  0.00      1.26     0.00       84     0.00     0.00  DeadMoveSuspected
  0.00      1.26     0.00       82     0.00     0.00  GMDelHashEntry
  0.00      1.26     0.00       82     0.00     0.00  GetGMTree
  0.00      1.26     0.00       80     0.00     0.00  GMStoreHashTable
  0.00      1.26     0.00       80     0.00     0.00  GetProperties
  0.00      1.26     0.00       80     0.00     0.01  GetSquareValues
  0.00      1.26     0.00       80     0.00     0.00  ResetHist
  0.00      1.26     0.00       61     0.00     0.00  PropStonesDone
  0.00      1.26     0.00       48     0.00     0.00  AddConflict
  0.00      1.26     0.00       48     0.00     0.00  RemoveDuplicates
  0.00      1.26     0.00       47     0.00     0.00  FindFirstSet
  0.00      1.26     0.00       47     0.00     0.00  FindPenalty
  0.00      1.26     0.00       47     0.00     0.00  InsertConflict
  0.00      1.26     0.00       46     0.00     0.01  PenMove
  0.00      1.26     0.00       46     0.00     0.00  WasTestedPen
  0.00      1.26     0.00       36     0.00     0.00  DistToGoal
  0.00      1.26     0.00       36     0.00     0.00  SetPathFlag
  0.00      1.26     0.00       34     0.00     0.00  MarkReachPos
  0.00      1.26     0.00       34     0.00     0.00  RestoreMaze
  0.00      1.26     0.00       34     0.00     0.00  SaveMaze
  0.00      1.26     0.00       33     0.00     0.00  AddTestedPen
  0.00      1.26     0.00       33     0.00     0.00  GoodTested
  0.00      1.26     0.00       32     0.00     0.00  LogAndAndNotBS
  0.00      1.26     0.00       31     0.00     0.00  WhichStones
  0.00      1.26     0.00       24     0.00     0.00  CreateAllGMacro
  0.00      1.26     0.00       22     0.00     0.00  AddMoreStones
  0.00      1.26     0.00       17     0.00     0.01  DeadMove
  0.00      1.26     0.00       15     0.00     0.00  PenMiniConflict
  0.00      1.26     0.00       10     0.00     0.00  FindStartEndTunnel
  0.00      1.26     0.00        9     0.00     0.00  DeadMiniConflict
  0.00      1.26     0.00        8     0.00     0.00  CopyMaze
  0.00      1.26     0.00        8     0.00     0.00  DelCopiedMaze
  0.00      1.26     0.00        7     0.00     0.00  AddConflicts
  0.00      1.26     0.00        7     0.00     0.00  InitPenalty
  0.00      1.26     0.00        7     0.00     0.00  InsertPenalty
  0.00      1.26     0.00        5     0.00     0.00  BetterLowerBound
  0.00      1.26     0.00        5     0.00     0.00  EqualBS
  0.00      1.26     0.00        4     0.00     0.00  GetNewDistances
  0.00      1.26     0.00        4     0.00     0.00  InDCache
  0.00      1.26     0.00        4     0.00     0.00  InitHist
  0.00      1.26     0.00        3     0.00     0.14  Ida
  0.00      1.26     0.00        3     0.00     0.00  InitConflicts
  0.00      1.26     0.00        3     0.00     0.00  InitDCache
  0.00      1.26     0.00        2     0.00     0.00  CmdParam
  0.00      1.26     0.00        2     0.00     0.00  DelConflicts
  0.00      1.26     0.00        2     0.00     0.00  FindEndTunnel
  0.00      1.26     0.00        2     0.00     0.00  FreeDCache
  0.00      1.26     0.00        2     0.00     0.00  GetAvgHist
  0.00      1.26     0.00        2     0.00     0.00  GetCommand
  0.00      1.26     0.00        2     0.00     0.00  InitHashTables
  0.00      1.26     0.00        2     0.00     0.00  InitTree
  0.00      1.26     0.00        2     0.00     0.00  LoadTree
  0.00      1.26     0.00        2     0.00     0.00  LogAndNotBS
  0.00      1.26     0.00        2     0.00     0.00  MarkOneConnected
  0.00      1.26     0.00        2     0.00     0.00  SetManDistances
  0.00      1.26     0.00        2     0.00     0.00  SetStoneDistances
  0.00      1.26     0.00        1     0.00     0.00  AddMacro
  0.00      1.26     0.00        1     0.00     0.00  AddPenalties
  0.00      1.26     0.00        1     0.00     0.00  AsimGoals
  0.00      1.26     0.00        1     0.00     0.00  DelGMTree
  0.00      1.26     0.00        1     0.00     0.00  DelMaze
  0.00      1.26     0.00        1     0.00     0.62  FindMacros
  0.00      1.26     0.00        1     0.00     0.00  GMInitHashTable
  0.00      1.26     0.00        1     0.00     0.04  GrowDFS
  0.00      1.26     0.00        1     0.00     0.04  GrowRoom
  0.00      1.26     0.00        1     0.00     0.00  InitBS
  0.00      1.26     0.00        1     0.00     0.00  InitGRoom
  0.00      1.26     0.00        1     0.00     0.00  InitMaze
  0.00      1.26     0.00        1     0.00     0.00  InitNodeCount
  0.00      1.26     0.00        1     0.00     0.00  InitRandom
  0.00      1.26     0.00        1     0.00     1.25  MainMenu
