Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 25.00      0.13     0.13    25342     0.01     0.01  MarkReachGRoom
 15.39      0.21     0.08    11680     0.01     0.01  Moves
 13.46      0.28     0.07    10635     0.01     0.01  MarkReach
  9.62      0.33     0.05  1600714     0.00     0.00  GetOptDist
  9.62      0.38     0.05     4747     0.01     0.02  PickUpEntrances
  7.69      0.42     0.04    25738     0.00     0.00  StoneReach
  1.92      0.43     0.01    52921     0.00     0.00  NewAddScew
  1.92      0.44     0.01    16766     0.00     0.00  GetPenalty
  1.92      0.45     0.01    12051     0.00     0.00  UnReach
  1.92      0.46     0.01    11534     0.00     0.00  PenUpdateLowerBound
  1.92      0.47     0.01     7967     0.00     0.00  BitNext
  1.92      0.48     0.01     6268     0.00     0.00  MarkReachQuick
  1.92      0.49     0.01     4745     0.00     0.00  GGStoreHashTable
  1.92      0.50     0.01     1234     0.01     0.01  MarkReachDist
  1.92      0.51     0.01        1    10.00    67.44  SetDistDistances
  1.92      0.52     0.01                             GetShortestDist
  0.00      0.52     0.00    82661     0.00     0.00  GetManDir
  0.00      0.52     0.00    74112     0.00     0.00  PenCompare
  0.00      0.52     0.00    71378     0.00     0.00  BitOrEqBS
  0.00      0.52     0.00    55730     0.00     0.00  GetScew
  0.00      0.52     0.00    53161     0.00     0.00  Frozen
  0.00      0.52     0.00    48384     0.00     0.00  DiffToDir
  0.00      0.52     0.00    39892     0.00     0.00  BitOrAndEqBS
  0.00      0.52     0.00    39892     0.00     0.00  DeadLock
  0.00      0.52     0.00    37182     0.00     0.00  EntrComp
  0.00      0.52     0.00    36748     0.00     0.00  DeadLock2
  0.00      0.52     0.00    36748     0.00     0.00  SubMacro
  0.00      0.52     0.00    30574     0.00     0.00  BitAndNotEqBS
  0.00      0.52     0.00    28511     0.00     0.00  GenAllSquares
  0.00      0.52     0.00    25670     0.00     0.00  BitNotAndNotBS
  0.00      0.52     0.00    25342     0.00     0.00  CleanReach
  0.00      0.52     0.00    24799     0.00     0.00  AllBitsSetBS
  0.00      0.52     0.00    24225     0.00     0.00  XDistMan
  0.00      0.52     0.00    22395     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.52     0.00    18387     0.00     0.00  IncNodeCount
  0.00      0.52     0.00    16766     0.00     0.00  BitAndNotButOrBS
  0.00      0.52     0.00    16766     0.00     0.00  LogAndNotAndNotBS
  0.00      0.52     0.00    15993     0.00     0.00  AbortSearch
  0.00      0.52     0.00    14779     0.00     0.00  Isnt0BS
  0.00      0.52     0.00    14747     0.00     0.00  BitAndNotBS
  0.00      0.52     0.00    14424     0.00     0.00  DeadCompare
  0.00      0.52     0.00    14157     0.00     0.00  DistantSquares
  0.00      0.52     0.00    14116     0.00     0.00  UpdateHashKey
  0.00      0.52     0.00    10297     0.00     0.00  GroomIncPos
  0.00      0.52     0.00    10274     0.00     0.00  GroomExcPos
  0.00      0.52     0.00    10000     0.00     0.00  GGGetHashTable
  0.00      0.52     0.00     9679     0.00     0.00  DeadTree
  0.00      0.52     0.00     9082     0.00     0.00  IncCounter
  0.00      0.52     0.00     8918     0.00     0.00  PSStoreHashTable
  0.00      0.52     0.00     7655     0.00     0.00  Debug
  0.00      0.52     0.00     7594     0.00     0.00  My_qsort
  0.00      0.52     0.00     7473     0.00     0.00  PSGetHashTable
  0.00      0.52     0.00     7285     0.00     0.00  GenerateMoves
  0.00      0.52     0.00     6389     0.00     0.01  PenMakeMove
  0.00      0.52     0.00     6389     0.00     0.00  PenUnMakeMove
  0.00      0.52     0.00     6343     0.00     0.00  PenIsGoalNode
  0.00      0.52     0.00     6257     0.00     0.02  PushesMoves
  0.00      0.52     0.00     6169     0.00     0.02  SetManStoneSquares
  0.00      0.52     0.00     5965     0.00     0.00  PenMoveOrdering
  0.00      0.52     0.00     5492     0.00     0.00  UpdateReach
  0.00      0.52     0.00     5450     0.00     0.00  PSSetPathFlag
  0.00      0.52     0.00     4747     0.00     0.01  ValidateEntrances
  0.00      0.52     0.00     4746     0.00     0.00  EvaluateGroom
  0.00      0.52     0.00     3733     0.00     0.00  LogAndBS
  0.00      0.52     0.00     2196     0.00     0.00  DeadUpdateLowerBound
  0.00      0.52     0.00     2074     0.00     0.00  NormHashKey
  0.00      0.52     0.00     1884     0.00     0.00  compare_negval
  0.00      0.52     0.00     1632     0.00     0.08  GoalReach
  0.00      0.52     0.00     1528     0.00     0.00  PenLowerBound
  0.00      0.52     0.00     1456     0.00     0.00  NumberBitsBS
  0.00      0.52     0.00     1306     0.00     0.00  DeadIsGoalNode
  0.00      0.52     0.00     1252     0.00     0.01  DeadMakeMove
  0.00      0.52     0.00     1252     0.00     0.00  DeadUnMakeMove
  0.00      0.52     0.00     1221     0.00     0.00  DeadMoveOrdering
  0.00      0.52     0.00     1089     0.00     0.00  Crowding
  0.00      0.52     0.00     1089     0.00     0.00  DistantMove
  0.00      0.52     0.00      841     0.00     0.00  My_free
  0.00      0.52     0.00      592     0.00     0.00  FindTransitiveClosure
  0.00      0.52     0.00      592     0.00     0.01  Maximize
  0.00      0.52     0.00      536     0.00     0.00  ValueSquareEntr
  0.00      0.52     0.00      534     0.00     0.00  XDistStone
  0.00      0.52     0.00      529     0.00     0.03  DistToGoal
  0.00      0.52     0.00      390     0.00     0.02  Communicating
  0.00      0.52     0.00      390     0.00     0.32  GetBaseProps
  0.00      0.52     0.00      390     0.00     0.00  SubsetBS
  0.00      0.52     0.00      387     0.00     0.00  MinMatch
  0.00      0.52     0.00      364     0.00     0.00  DeadLowerBound
  0.00      0.52     0.00      360     0.00     0.00  CreatePropGMacro
  0.00      0.52     0.00      360     0.00     0.00  FindBestSquare
  0.00      0.52     0.00      330     0.00     0.00  ValueSquare
  0.00      0.52     0.00      328     0.00     0.00  print_stats
  0.00      0.52     0.00      317     0.00     0.00  init_stats
  0.00      0.52     0.00      288     0.00     0.54  PenIda
  0.00      0.52     0.00      284     0.00     0.01  PenDeactivateStones
  0.00      0.52     0.00      281     0.00     0.00  BetterUpdateLowerBound
  0.00      0.52     0.00      281     0.00     0.01  MakeMove
  0.00      0.52     0.00      281     0.00     0.00  Mprintf
  0.00      0.52     0.00      237     0.00     0.00  PenStartIda
  0.00      0.52     0.00      204     0.00     0.00  QualityCompare
