Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 27.78      0.05     0.05    14700     0.00     0.00  MarkReach
 27.78      0.10     0.05     8319     0.01     0.01  Moves
 11.11      0.12     0.02   666331     0.00     0.00  GetOptDist
 11.11      0.14     0.02     3259     0.01     0.01  PickUpEntrances
  5.56      0.15     0.01    11463     0.00     0.00  StoneReach
  5.56      0.16     0.01     5280     0.00     0.00  My_qsort
  5.56      0.17     0.01     2419     0.00     0.00  MarkReachGRoom
  5.56      0.18     0.01     1449     0.01     0.02  DistToGoal
  0.00      0.18     0.00    40607     0.00     0.00  GetScew
  0.00      0.18     0.00    39451     0.00     0.00  NewAddScew
  0.00      0.18     0.00    38552     0.00     0.00  BitOrEqBS
  0.00      0.18     0.00    34907     0.00     0.00  EntrComp
  0.00      0.18     0.00    26654     0.00     0.00  GetManDir
  0.00      0.18     0.00    26603     0.00     0.00  Frozen
  0.00      0.18     0.00    19575     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.18     0.00    18518     0.00     0.00  BitOrAndEqBS
  0.00      0.18     0.00    18518     0.00     0.00  DeadLock
  0.00      0.18     0.00    17983     0.00     0.00  DiffToDir
  0.00      0.18     0.00    17885     0.00     0.00  GenAllSquares
  0.00      0.18     0.00    17590     0.00     0.00  PenCompare
  0.00      0.18     0.00    17225     0.00     0.00  DeadLock2
  0.00      0.18     0.00    17206     0.00     0.00  SubMacro
  0.00      0.18     0.00    16691     0.00     0.00  IncNodeCount
  0.00      0.18     0.00    13466     0.00     0.00  AllBitsSetBS
  0.00      0.18     0.00    13262     0.00     0.00  Isnt0BS
  0.00      0.18     0.00    13259     0.00     0.00  BitAndNotBS
  0.00      0.18     0.00    13176     0.00     0.00  DeadCompare
  0.00      0.18     0.00    12935     0.00     0.00  BitAndNotButOrBS
  0.00      0.18     0.00    12935     0.00     0.00  GetPenalty
  0.00      0.18     0.00    12935     0.00     0.00  LogAndNotAndNotBS
  0.00      0.18     0.00    11759     0.00     0.00  AbortSearch
  0.00      0.18     0.00    11710     0.00     0.00  UpdateHashKey
  0.00      0.18     0.00    10394     0.00     0.00  GroomIncPos
  0.00      0.18     0.00    10357     0.00     0.00  GroomExcPos
  0.00      0.18     0.00    10000     0.00     0.00  GGGetHashTable
  0.00      0.18     0.00     7063     0.00     0.00  DeadTree
  0.00      0.18     0.00     6710     0.00     0.00  DeadUpdateLowerBound
  0.00      0.18     0.00     6196     0.00     0.00  PSStoreHashTable
  0.00      0.18     0.00     5946     0.00     0.00  UnReach
  0.00      0.18     0.00     5869     0.00     0.00  Debug
  0.00      0.18     0.00     5540     0.00     0.00  PSGetHashTable
  0.00      0.18     0.00     5330     0.00     0.00  BitAndNotEqBS
  0.00      0.18     0.00     4962     0.00     0.01  GenerateMoves
  0.00      0.18     0.00     4756     0.00     0.00  PenUpdateLowerBound
  0.00      0.18     0.00     4422     0.00     0.00  XDistMan
  0.00      0.18     0.00     3795     0.00     0.02  PushesMoves
  0.00      0.18     0.00     3782     0.00     0.00  IncCounter
  0.00      0.18     0.00     3737     0.00     0.02  SetManStoneSquares
  0.00      0.18     0.00     3586     0.00     0.00  PSSetPathFlag
  0.00      0.18     0.00     3481     0.00     0.00  DeadMakeMove
  0.00      0.18     0.00     3481     0.00     0.00  DeadUnMakeMove
  0.00      0.18     0.00     3259     0.00     0.00  ValidateEntrances
  0.00      0.18     0.00     3258     0.00     0.00  EvaluateGroom
  0.00      0.18     0.00     3257     0.00     0.00  GGStoreHashTable
  0.00      0.18     0.00     3215     0.00     0.00  NumberBitsBS
  0.00      0.18     0.00     3136     0.00     0.00  DeadIsGoalNode
  0.00      0.18     0.00     2599     0.00     0.00  BitNotAndNotBS
  0.00      0.18     0.00     2581     0.00     0.00  MarkReachQuick
  0.00      0.18     0.00     2575     0.00     0.00  DeadMoveOrdering
  0.00      0.18     0.00     2539     0.00     0.00  PenMakeMove
  0.00      0.18     0.00     2539     0.00     0.00  PenUnMakeMove
  0.00      0.18     0.00     2502     0.00     0.00  PenIsGoalNode
  0.00      0.18     0.00     2457     0.00     0.00  DistantSquares
  0.00      0.18     0.00     2419     0.00     0.00  CleanReach
  0.00      0.18     0.00     2329     0.00     0.00  PenMoveOrdering
  0.00      0.18     0.00     2294     0.00     0.00  UpdateReach
  0.00      0.18     0.00      789     0.00     0.00  MarkReachDist
  0.00      0.18     0.00      767     0.00     0.00  NormHashKey
  0.00      0.18     0.00      721     0.00     0.00  My_free
  0.00      0.18     0.00      537     0.00     0.00  compare_negval
  0.00      0.18     0.00      435     0.00     0.00  PenLowerBound
  0.00      0.18     0.00      314     0.00     0.00  DeadLowerBound
  0.00      0.18     0.00      273     0.00     0.00  Crowding
  0.00      0.18     0.00      273     0.00     0.00  DistantMove
  0.00      0.18     0.00      252     0.00     0.00  print_stats
  0.00      0.18     0.00      245     0.00     0.00  MinMatch
  0.00      0.18     0.00      226     0.00     0.00  XDistStone
  0.00      0.18     0.00      209     0.00     0.00  Mprintf
  0.00      0.18     0.00      186     0.00     0.00  LogAndBS
  0.00      0.18     0.00      180     0.00     0.00  BetterUpdateLowerBound
  0.00      0.18     0.00      180     0.00     0.00  MakeMove
  0.00      0.18     0.00      168     0.00     0.00  init_stats
  0.00      0.18     0.00      157     0.00     0.37  DeadIda
  0.00      0.18     0.00      120     0.00     0.00  QualityCompare
  0.00      0.18     0.00      120     0.00     0.00  StoreHashTable
  0.00      0.18     0.00      118     0.00     0.00  BitAndNotAndNotBS
  0.00      0.18     0.00      118     0.00     0.00  FindClosestPosStone
  0.00      0.18     0.00      118     0.00     0.47  PenIda
  0.00      0.18     0.00      113     0.00     0.00  PenDeactivateStones
  0.00      0.18     0.00       97     0.00     0.00  SubsetBS
  0.00      0.18     0.00       94     0.00     0.00  PenStartIda
  0.00      0.18     0.00       80     0.00     0.12  GoalReach
  0.00      0.18     0.00       73     0.00     0.00  DeadStartIda
  0.00      0.18     0.00       72     0.00     0.00  FindClosestPosMan
  0.00      0.18     0.00       68     0.00     0.00  ResetHist
  0.00      0.18     0.00       66     0.00     0.00  RegisterMove
  0.00      0.18     0.00       65     0.00     0.00  IsGoalNodeNorm
  0.00      0.18     0.00       64     0.00     0.00  BetterUpdateLowerBound2
  0.00      0.18     0.00       64     0.00     0.00  UnMakeMove
  0.00      0.18     0.00       62     0.00     0.00  DeadDeactivateStones
  0.00      0.18     0.00       61     0.00     0.00  GetHashTable
  0.00      0.18     0.00       59     0.00     0.25  AreaMove
  0.00      0.18     0.00       59     0.00     0.00  FindFringeStones
  0.00      0.18     0.00       58     0.00     0.00  HumanMove
  0.00      0.18     0.00       58     0.00     0.00  NewMoveOrdering
  0.00      0.18     0.00       56     0.00     0.00  InitIDA
  0.00      0.18     0.00       54     0.00     0.00  My_malloc
  0.00      0.18     0.00       50     0.00     0.00  PenMoveSuspected
  0.00      0.18     0.00       48     0.00     0.00  DeadMoveSuspected
  0.00      0.18     0.00       45     0.00     0.00  My_realloc
  0.00      0.18     0.00       45     0.00     0.00  UpdateMaze
  0.00      0.18     0.00       44     0.00     0.02  Communicating
  0.00      0.18     0.00       44     0.00     0.21  GetBaseProps
  0.00      0.18     0.00       42     0.00     0.00  FindFarthestPosStone
  0.00      0.18     0.00       36     0.00     0.00  ValueSquare
  0.00      0.18     0.00       32     0.00     0.00  ValueSquareEntr
  0.00      0.18     0.00       26     0.00     0.00  PSUnSetPathFlag
  0.00      0.18     0.00       24     0.00     0.00  PropStonesDone
  0.00      0.18     0.00       22     0.00     0.00  MarkReachPos
  0.00      0.18     0.00       21     0.00     0.00  WhichStones
  0.00      0.18     0.00       17     0.00     3.77  PenMove
  0.00      0.18     0.00       16     0.00     0.00  NumberBitsInt
  0.00      0.18     0.00       15     0.00     0.00  AddConflict
  0.00      0.18     0.00       15     0.00     0.00  AddMoreStones
  0.00      0.18     0.00       15     0.00     0.00  RemoveDuplicates
  0.00      0.18     0.00       15     0.00     0.00  WasTestedPen
  0.00      0.18     0.00       14     0.00     0.00  FindFirstSet
  0.00      0.18     0.00       14     0.00     0.00  FindPenalty
  0.00      0.18     0.00       14     0.00     0.00  InsertConflict
  0.00      0.18     0.00       13     0.00     2.83  DeadMove
  0.00      0.18     0.00       11     0.00     0.00  BitOrBS
  0.00      0.18     0.00        9     0.00     1.11  BuildGMTree
  0.00      0.18     0.00        9     0.00     0.00  GMDelHashEntry
  0.00      0.18     0.00        9     0.00     0.00  GMGetHashTable
  0.00      0.18     0.00        9     0.00     0.00  GetGMTree
  0.00      0.18     0.00        9     0.00     0.00  RestoreMaze
  0.00      0.18     0.00        9     0.00     0.00  SaveMaze
  0.00      0.18     0.00        8     0.00     0.00  AddMacro
  0.00      0.18     0.00        8     0.00     0.00  CopyMaze
  0.00      0.18     0.00        8     0.00     0.00  CreateGMacro
  0.00      0.18     0.00        8     0.00     0.00  CreatePropGMacro
  0.00      0.18     0.00        8     0.00     0.00  DelCopiedMaze
  0.00      0.18     0.00        8     0.00     0.00  FindBestSquare
  0.00      0.18     0.00        8     0.00     0.00  GMStoreHashTable
  0.00      0.18     0.00        8     0.00     0.21  GetProperties
  0.00      0.18     0.00        8     0.00     1.25  GetSquareValues
  0.00      0.18     0.00        6     0.00     0.00  FindStartEndTunnel
  0.00      0.18     0.00        6     0.00     0.00  LogAndAndNotBS
  0.00      0.18     0.00        4     0.00     0.02  DeadMiniConflict
  0.00      0.18     0.00        4     0.00     0.00  InitHist
  0.00      0.18     0.00        3     0.00     0.00  AddConflicts
  0.00      0.18     0.00        3     0.00     0.00  AddTestedPen
  0.00      0.18     0.00        3     0.00     0.00  GoodTested
  0.00      0.18     0.00        3     0.00     0.00  InitConflicts
  0.00      0.18     0.00        3     0.00     0.00  InitDCache
  0.00      0.18     0.00        3     0.00     0.00  InitPenalty
  0.00      0.18     0.00        3     0.00     0.00  InsertPenalty
  0.00      0.18     0.00        3     0.00     0.03  PenMiniConflict
  0.00      0.18     0.00        2     0.00     0.00  CmdParam
  0.00      0.18     0.00        2     0.00     0.00  DelConflicts
  0.00      0.18     0.00        2     0.00     0.00  FreeDCache
  0.00      0.18     0.00        2     0.00     0.00  GetAvgHist
  0.00      0.18     0.00        2     0.00     0.00  GetCommand
  0.00      0.18     0.00        2     0.00     0.00  InitHashTables
  0.00      0.18     0.00        2     0.00     0.00  InitTree
  0.00      0.18     0.00        2     0.00     0.00  LoadTree
  0.00      0.18     0.00        1     0.00     0.00  AddPenalties
  0.00      0.18     0.00        1     0.00     0.00  AsimGoals
  0.00      0.18     0.00        1     0.00     0.00  BetterLowerBound
  0.00      0.18     0.00        1     0.00     0.00  DelGMTree
  0.00      0.18     0.00        1     0.00     0.00  DelMaze
  0.00      0.18     0.00        1     0.00    41.56  FindMacros
  0.00      0.18     0.00        1     0.00     0.00  GMInitHashTable
  0.00      0.18     0.00        1     0.00     0.00  GetNewDistances
  0.00      0.18     0.00        1     0.00    31.54  GrowDFS
  0.00      0.18     0.00        1     0.00    31.55  GrowRoom
  0.00      0.18     0.00        1     0.00    86.91  Ida
  0.00      0.18     0.00        1     0.00     0.00  InDCache
  0.00      0.18     0.00        1     0.00     0.00  InitBS
  0.00      0.18     0.00        1     0.00     0.00  InitGRoom
  0.00      0.18     0.00        1     0.00     0.00  InitMaze
  0.00      0.18     0.00        1     0.00     0.00  InitNodeCount
  0.00      0.18     0.00        1     0.00     0.00  InitRandom
  0.00      0.18     0.00        1     0.00     0.00  LogAndNotBS
  0.00      0.18     0.00        1     0.00   180.00  MainMenu
  0.00      0.18     0.00        1     0.00     0.00  MakeName
  0.00      0.18     0.00        1     0.00    19.44  MarkAll
  0.00      0.18     0.00        1     0.00     0.00  MarkDead
  0.00      0.18     0.00        1     0.00     0.00  MarkOneConnected
  0.00      0.18     0.00        1     0.00     0.00  MarkOut
  0.00      0.18     0.00        1     0.00     0.03  MarkTG
  0.00      0.18     0.00        1     0.00     0.00  MarkTun
  0.00      0.18     0.00        1     0.00     0.00  My_exit
  0.00      0.18     0.00        1     0.00     0.00  PrintBit2Maze
  0.00      0.18     0.00        1     0.00     1.36  PrintSolution
  0.00      0.18     0.00        1     0.00    61.57  ReadMaze
  0.00      0.18     0.00        1     0.00     0.00  ResetMaze
  0.00      0.18     0.00        1     0.00    30.18  ScanSearch
  0.00      0.18     0.00        1     0.00     0.00  SetAllStonesDone
  0.00      0.18     0.00        1     0.00     0.00  SetDistDead
  0.00      0.18     0.00        1     0.00    19.40  SetDistDistances
  0.00      0.18     0.00        1     0.00     0.57  SetLocalCut
  0.00      0.18     0.00        1     0.00     0.00  SetManDistances
  0.00      0.18     0.00        1     0.00     0.00  SetMinDist
  0.00      0.18     0.00        1     0.00     0.00  SetPathFlag
  0.00      0.18     0.00        1     0.00     0.00  SetStoneDistances
  0.00      0.18     0.00        1     0.00     0.00  SetTimer
  0.00      0.18     0.00        1     0.00    10.00  StartBuildGMTree
  0.00      0.18     0.00        1     0.00   118.44  StartIda
  0.00      0.18     0.00        1     0.00     1.16  ValidSolution
  0.00      0.18     0.00        1     0.00     0.57  XDistHist
  0.00      0.18     0.00        1     0.00     0.00  init_opts

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 5.56% of 0.18 seconds

index % time    self  children    called     name
                0.00    0.18       1/1           main [2]
[1]    100.0    0.00    0.18       1         MainMenu [1]
                0.00    0.12       1/1           StartIda [3]
                0.00    0.06       1/1           ReadMaze [9]
                0.00    0.00       2/2           GetCommand [184]
                0.00    0.00       2/2           CmdParam [180]
                0.00    0.00       1/1           InitMaze [197]
                0.00    0.00       1/1           MakeName [201]
                0.00    0.00       1/209         Mprintf [116]
                0.00    0.00       1/1           DelMaze [192]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00    0.18                 main [2]
                0.00    0.18       1/1           MainMenu [1]
                0.00    0.00       2/2           InitTree [186]
                0.00    0.00       2/2           LoadTree [187]
                0.00    0.00       1/1           init_opts [215]
                0.00    0.00       1/1           InitRandom [199]
                0.00    0.00       1/1           InitBS [195]
                0.00    0.00       1/56          InitIDA [136]
                0.00    0.00       1/209         Mprintf [116]
                0.00    0.00       1/1           My_exit [206]
-----------------------------------------------
                0.00    0.12       1/1           MainMenu [1]
[3]     65.8    0.00    0.12       1         StartIda [3]
                0.00    0.09       1/1           Ida [5]
                0.00    0.03       1/1           ScanSearch [21]
                0.00    0.00       1/1           PrintSolution [43]
                0.00    0.00       5/8           CopyMaze [164]
                0.00    0.00       5/8           DelCopiedMaze [167]
                0.00    0.00       1/1           InitNodeCount [198]
                0.00    0.00       1/1           SetTimer [214]
                0.00    0.00       1/168         init_stats [119]
                0.00    0.00       1/2           InitHashTables [185]
                0.00    0.00       1/12935       GetPenalty [75]
                0.00    0.00       1/5869        Debug [86]
                0.00    0.00       1/252         print_stats [113]
                0.00    0.00       1/11759       AbortSearch [77]
-----------------------------------------------
[4]     63.9    0.00    0.11     135+314     <cycle 1 as a whole> [4]
                0.00    0.06     157+3481        DeadIda <cycle 1> [10]
                0.00    0.06     118+2539        PenIda <cycle 1> [11]
                0.00    0.00       3+2           PenMiniConflict <cycle 1> [53]
                0.00    0.00       4             DeadMiniConflict <cycle 1> [54]
                0.00    0.00      94             PenStartIda <cycle 1> [125]
                0.00    0.00      73             DeadStartIda <cycle 1> [126]
-----------------------------------------------
                                  64             Ida [5]
                0.00    0.09       1/1           StartIda [3]
[5]     48.3    0.00    0.09       1+64      Ida [5]
                0.00    0.04      13/13          DeadMove [15]
                0.00    0.03       9/17          PenMove [6]
                0.00    0.01      59/59          AreaMove [28]
                0.00    0.00      58/3737        SetManStoneSquares [8]
                0.00    0.00      58/4962        GenerateMoves [17]
                0.00    0.00      64/180         MakeMove [46]
                0.00    0.00      58/58          NewMoveOrdering [52]
                0.00    0.00     119/120         StoreHashTable [121]
                0.00    0.00      66/66          RegisterMove [129]
                0.00    0.00      65/11759       AbortSearch [77]
                0.00    0.00      65/16691       IncNodeCount [69]
                0.00    0.00      65/65          IsGoalNodeNorm [130]
                0.00    0.00      64/17983       DiffToDir [65]
                0.00    0.00      64/7063        DeadTree [82]
                0.00    0.00      64/64          UnMakeMove [132]
                0.00    0.00      60/61          GetHashTable [133]
                0.00    0.00      50/50          PenMoveSuspected [138]
                0.00    0.00      48/48          DeadMoveSuspected [139]
                0.00    0.00       1/1           SetPathFlag [213]
                                  64             Ida [5]
-----------------------------------------------
                0.00    0.03       8/17          ScanSearch [21]
                0.00    0.03       9/17          Ida [5]
[6]     35.6    0.00    0.06      17         PenMove [6]
                0.00    0.06      75/135         PenStartIda <cycle 1> [125]
                0.00    0.00      75/113         PenDeactivateStones [49]
                0.00    0.00     117/5330        BitAndNotEqBS [88]
                0.00    0.00      75/118         BitAndNotAndNotBS [122]
                0.00    0.00      75/38552       BitOrEqBS [58]
                0.00    0.00      75/11759       AbortSearch [77]
                0.00    0.00      75/118         FindClosestPosStone [123]
                0.00    0.00      72/3215        NumberBitsBS [96]
                0.00    0.00      42/72          FindClosestPosMan [127]
                0.00    0.00      17/56          InitIDA [136]
                0.00    0.00      17/45          UpdateMaze [141]
                0.00    0.00      17/12935       GetPenalty [75]
                0.00    0.00       3/13262       Isnt0BS [71]
                0.00    0.00       3/3           GoodTested [175]
                0.00    0.00       3/3           AddTestedPen [174]
-----------------------------------------------
                0.00    0.00      58/3795        ValidSolution [44]
                0.00    0.06    3737/3795        SetManStoneSquares [8]
[7]     34.9    0.00    0.06    3795         PushesMoves [7]
                0.05    0.00    8319/8319        Moves [13]
                0.01    0.00    3795/14700       MarkReach [12]
                0.00    0.00   17885/17885       GenAllSquares [66]
                0.00    0.00   17885/38552       BitOrEqBS [58]
-----------------------------------------------
                0.00    0.00      58/3737        Ida [5]
                0.00    0.03    1539/3737        DeadIda <cycle 1> [10]
                0.00    0.04    2140/3737        PenIda <cycle 1> [11]
[8]     34.4    0.00    0.06    3737         SetManStoneSquares [8]
                0.00    0.06    3737/3795        PushesMoves [7]
                0.00    0.00    7474/38552       BitOrEqBS [58]
-----------------------------------------------
                0.00    0.06       1/1           MainMenu [1]
[9]     34.2    0.00    0.06       1         ReadMaze [9]
                0.00    0.04       1/1           FindMacros [14]
                0.00    0.02       1/1           MarkAll [25]
                0.00    0.00       1/1           SetLocalCut [47]
                0.00    0.00      17/45          My_realloc [140]
                0.00    0.00       1/1           ResetMaze [208]
                0.00    0.00       1/1           BetterLowerBound [190]
                0.00    0.00       1/767         NormHashKey [106]
-----------------------------------------------
                                3481             DeadIda <cycle 1> [10]
                                 157             DeadStartIda <cycle 1> [126]
[10]    32.7    0.00    0.06     157+3481    DeadIda <cycle 1> [10]
                0.00    0.03    1539/3737        SetManStoneSquares [8]
                0.00    0.02    2575/4962        GenerateMoves [17]
                0.00    0.01    3481/3481        DeadMakeMove [29]
                0.00    0.00    2575/2575        DeadMoveOrdering [41]
                0.00    0.00    6213/11759       AbortSearch [77]
                0.00    0.00    3628/16691       IncNodeCount [69]
                0.00    0.00    3481/17983       DiffToDir [65]
                0.00    0.00    3481/7063        DeadTree [82]
                0.00    0.00    3481/3481        DeadUnMakeMove [93]
                0.00    0.00    3136/3136        DeadIsGoalNode [97]
                0.00    0.00    3127/6196        PSStoreHashTable [84]
                0.00    0.00    3081/5540        PSGetHashTable [87]
                0.00    0.00    2001/3586        PSSetPathFlag [92]
                0.00    0.00      22/26          PSUnSetPathFlag [145]
                                   3             DeadMiniConflict <cycle 1> [54]
                                3481             DeadIda <cycle 1> [10]
-----------------------------------------------
                                2539             PenIda <cycle 1> [11]
                                 118             PenStartIda <cycle 1> [125]
[11]    31.1    0.00    0.06     118+2539    PenIda <cycle 1> [11]
                0.00    0.04    2140/3737        SetManStoneSquares [8]
                0.00    0.02    2329/4962        GenerateMoves [17]
                0.00    0.00    2329/2329        PenMoveOrdering [40]
                0.00    0.00    2539/2539        PenMakeMove [50]
                0.00    0.00    4986/11759       AbortSearch [77]
                0.00    0.00    3069/6196        PSStoreHashTable [84]
                0.00    0.00    2648/16691       IncNodeCount [69]
                0.00    0.00    2539/17983       DiffToDir [65]
                0.00    0.00    2539/7063        DeadTree [82]
                0.00    0.00    2539/2539        PenUnMakeMove [100]
                0.00    0.00    2502/2502        PenIsGoalNode [101]
                0.00    0.00    2459/5540        PSGetHashTable [87]
                0.00    0.00    1585/3586        PSSetPathFlag [92]
                0.00    0.00       4/26          PSUnSetPathFlag [145]
                                   1             DeadMiniConflict <cycle 1> [54]
                                2539             PenIda <cycle 1> [11]
-----------------------------------------------
                0.00    0.00       1/14700       MarkAll [25]
                0.00    0.00       1/14700       SetStoneDistances [57]
                0.00    0.00      62/14700       DeadDeactivateStones [51]
                0.00    0.00      84/14700       PenMakeMove [50]
                0.00    0.00     113/14700       PenDeactivateStones [49]
                0.00    0.00     180/14700       MakeMove [46]
                0.01    0.00    3355/14700       DeadMakeMove [29]
                0.01    0.00    3795/14700       PushesMoves [7]
                0.02    0.00    7109/14700       DistToGoal [18]
[12]    27.8    0.05    0.00   14700         MarkReach [12]
                0.00    0.00   14700/19575       BitNotAndNotAndNotBS [62]
-----------------------------------------------
                0.05    0.00    8319/8319        PushesMoves [7]
[13]    27.8    0.05    0.00    8319         Moves [13]
-----------------------------------------------
                0.00    0.04       1/1           ReadMaze [9]
[14]    23.1    0.00    0.04       1         FindMacros [14]
                0.00    0.03       1/1           GrowRoom [19]
                0.00    0.01       1/1           StartBuildGMTree [37]
                0.00    0.00       1/3259        PickUpEntrances [22]
                0.00    0.00       8/8           AddMacro [163]
                0.00    0.00       6/6           FindStartEndTunnel [170]
                0.00    0.00       2/45          My_realloc [140]
                0.00    0.00       1/2           InitHashTables [185]
                0.00    0.00       1/1           InitGRoom [196]
-----------------------------------------------
                0.00    0.04      13/13          Ida [5]
[15]    20.4    0.00    0.04      13         DeadMove [15]
                0.00    0.04      43/135         DeadStartIda <cycle 1> [126]
                0.00    0.00      43/62          DeadDeactivateStones [51]
                0.00    0.00      73/5330        BitAndNotEqBS [88]
                0.00    0.00      43/118         BitAndNotAndNotBS [122]
                0.00    0.00      43/11759       AbortSearch [77]
                0.00    0.00      43/38552       BitOrEqBS [58]
                0.00    0.00      43/118         FindClosestPosStone [123]
                0.00    0.00      37/3215        NumberBitsBS [96]
                0.00    0.00      30/72          FindClosestPosMan [127]
                0.00    0.00      13/56          InitIDA [136]
                0.00    0.00      13/45          UpdateMaze [141]
                0.00    0.00      13/2599        BitNotAndNotBS [98]
-----------------------------------------------
                                1274             SubMacro [16]
                0.00    0.03   17206/17206       GenerateMoves [17]
[16]    19.0    0.00    0.03   17206+1274    SubMacro [16]
                0.01    0.02    1449/1449        DistToGoal [18]
                                1274             SubMacro [16]
-----------------------------------------------
                0.00    0.00      58/4962        Ida [5]
                0.00    0.02    2329/4962        PenIda <cycle 1> [11]
                0.00    0.02    2575/4962        DeadIda <cycle 1> [10]
[17]    19.0    0.00    0.03    4962         GenerateMoves [17]
                0.00    0.03   17206/17206       SubMacro [16]
                0.00    0.00   18518/18518       DeadLock [64]
-----------------------------------------------
                0.01    0.02    1449/1449        SubMacro [16]
[18]    19.0    0.01    0.02    1449         DistToGoal [18]
                0.02    0.00    7109/14700       MarkReach [12]
                0.00    0.00    6798/17983       DiffToDir [65]
-----------------------------------------------
                0.00    0.03       1/1           FindMacros [14]
[19]    17.5    0.00    0.03       1         GrowRoom [19]
                0.00    0.03       1/1           GrowDFS [20]
                0.00    0.00       1/3259        PickUpEntrances [22]
                0.00    0.00      37/10394       GroomIncPos [79]
                0.00    0.00       8/10357       GroomExcPos [80]
                0.00    0.00       1/1           SetMinDist [212]
                0.00    0.00       1/1           AsimGoals [189]
                0.00    0.00       1/3258        EvaluateGroom [94]
                0.00    0.00       1/1           PrintBit2Maze [207]
-----------------------------------------------
                               10349             GrowDFS [20]
                0.00    0.03       1/1           GrowRoom [19]
[20]    17.5    0.00    0.03       1+10349   GrowDFS [20]
                0.02    0.01    3257/3259        PickUpEntrances [22]
                0.00    0.00     822/5280        My_qsort [32]
                0.00    0.00   10350/16691       IncNodeCount [69]
                0.00    0.00   10349/10394       GroomIncPos [79]
                0.00    0.00   10349/10357       GroomExcPos [80]
                0.00    0.00   10000/13259       BitAndNotBS [72]
                0.00    0.00   10000/13262       Isnt0BS [71]
                0.00    0.00   10000/10000       GGGetHashTable [81]
                0.00    0.00    3257/3257        GGStoreHashTable [95]
                0.00    0.00    3257/3258        EvaluateGroom [94]
                               10349             GrowDFS [20]
-----------------------------------------------
                0.00    0.03       1/1           StartIda [3]
[21]    16.8    0.00    0.03       1         ScanSearch [21]
                0.00    0.03       8/17          PenMove [6]
                0.00    0.00       9/209         Mprintf [116]
                0.00    0.00       1/61          GetHashTable [133]
                0.00    0.00       1/120         StoreHashTable [121]
-----------------------------------------------
                0.00    0.00       1/3259        GrowRoom [19]
                0.00    0.00       1/3259        FindMacros [14]
                0.02    0.01    3257/3259        GrowDFS [20]
[22]    16.7    0.02    0.01    3259         PickUpEntrances [22]
                0.00    0.01    3259/3259        ValidateEntrances [33]
-----------------------------------------------
                0.00    0.00    1159/666331      MarkTG [55]
                0.02    0.00  665172/666331      GetScew [24]
[23]    11.1    0.02    0.00  666331         GetOptDist [23]
-----------------------------------------------
                0.00    0.00    1156/40607       XDistHist [48]
                0.00    0.02   39451/40607       NewAddScew [26]
[24]    11.1    0.00    0.02   40607         GetScew [24]
                0.02    0.00  665172/666331      GetOptDist [23]
-----------------------------------------------
                0.00    0.02       1/1           ReadMaze [9]
[25]    10.8    0.00    0.02       1         MarkAll [25]
                0.00    0.02       1/1           SetDistDistances [27]
                0.00    0.00       1/1           MarkTG [55]
                0.00    0.00       1/14700       MarkReach [12]
                0.00    0.00       1/1           GetNewDistances [56]
                0.00    0.00       1/1           MarkOut [204]
                0.00    0.00       1/1           MarkDead [202]
                0.00    0.00       1/1           SetAllStonesDone [209]
                0.00    0.00       1/1           MarkTun [205]
                0.00    0.00       1/1           SetDistDead [210]
-----------------------------------------------
                0.00    0.02   39451/39451       SetDistDistances [27]
[26]    10.8    0.00    0.02   39451         NewAddScew [26]
