Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 40.05      5.98     5.98   689249     0.00     0.00  Moves
 22.05      9.27     3.29   599397     0.00     0.00  MarkReach
 14.01     11.36     2.09  1161855     0.00     0.00  GetPenalty
  4.09     11.97     0.61   793073     0.00     0.00  UnReach
  3.02     12.42     0.45 14193662     0.00     0.00  AllBitsSetBS
  1.68     12.67     0.25   435211     0.00     0.00  My_qsort
  1.54     12.90     0.23  3175419     0.00     0.00  BitOrAndEqBS
  1.41     13.11     0.21   442726     0.00     0.00  GenerateMoves
  1.41     13.32     0.21   635908     0.00     0.00  PenUpdateLowerBound
  1.14     13.49     0.17  2683180     0.00     0.00  BitOrEqBS
  0.87     13.62     0.13  1161855     0.00     0.00  LogAndNotAndNotBS
  0.80     13.74     0.12  4208202     0.00     0.00  Frozen
  0.74     13.85     0.11  1161855     0.00     0.00  BitAndNotButOrBS
  0.67     13.95     0.10  1260946     0.00     0.00  BitNotAndNotAndNotBS
  0.67     14.05     0.10   449092     0.00     0.00  DeadUpdateLowerBound
  0.54     14.13     0.08  1449197     0.00     0.00  GenAllSquares
  0.54     14.21     0.08   362173     0.00     0.00  PushesMoves
  0.47     14.28     0.07   238549     0.00     0.00  PenMoveOrdering
  0.34     14.33     0.05   203252     0.00     0.00  DeadMoveOrdering
  0.27     14.37     0.04  3926754     0.00     0.00  GetManDir
  0.27     14.41     0.04  3099531     0.00     0.00  SubMacro
  0.27     14.45     0.04   343595     0.00     0.00  MarkReachQuick
  0.27     14.49     0.04    30435     0.00     0.00  PenLowerBound
  0.20     14.52     0.03  3175419     0.00     0.00  DeadLock
  0.20     14.55     0.03  3099532     0.00     0.00  DeadLock2
  0.20     14.58     0.03   466885     0.00     0.00  PSGetHashTable
  0.20     14.61     0.03     8351     0.00     0.00  MarkReachGRoom
  0.13     14.63     0.02  5205723     0.00     0.00  PenCompare
  0.13     14.65     0.02  2315675     0.00     0.00  GetOptDist
  0.13     14.67     0.02  1129792     0.00     0.00  LogAndBS
  0.13     14.69     0.02   535210     0.00     0.00  IncNodeCount
  0.13     14.71     0.02   517711     0.00     0.00  PSStoreHashTable
  0.13     14.73     0.02     2941     0.00     0.00  DeadIda
  0.07     14.74     0.01  1089598     0.00     0.00  UpdateHashKey
  0.07     14.75     0.01  1035018     0.00     0.00  AbortSearch
  0.07     14.76     0.01   643610     0.00     0.00  DiffToDir
  0.07     14.77     0.01   420772     0.00     0.00  XDistMan
  0.07     14.78     0.01   381307     0.00     0.00  BitAndNotEqBS
  0.07     14.79     0.01   331021     0.00     0.00  PenMakeMove
  0.07     14.80     0.01   237120     0.00     0.00  DeadUnMakeMove
  0.07     14.81     0.01    61830     0.00     0.00  NewAddScew
  0.07     14.82     0.01    57907     0.00     0.00  NormHashKey
  0.07     14.83     0.01    49294     0.00     0.00  Maximize
  0.07     14.84     0.01     6349     0.00     0.00  init_stats
  0.07     14.85     0.01     4387     0.00     0.00  PenIda
  0.07     14.86     0.01     2293     0.00     0.00  RegisterMove
  0.07     14.87     0.01     1127     0.00     0.00  MarkReachDist
  0.07     14.88     0.01      727     0.00     0.00  WhichStones
  0.07     14.89     0.01      411     0.00     0.00  GoalReach
  0.07     14.90     0.01       18     0.00     0.00  BitOrBS
  0.07     14.91     0.01        1     0.01     0.01  XDistHist
  0.07     14.92     0.01                             PSClearHashTable
  0.03     14.92     0.01                             Moves2
  0.00     14.92     0.00  4088718     0.00     0.00  DeadCompare
  0.00     14.92     0.00  1060472     0.00     0.00  BitNext
  0.00     14.92     0.00   626630     0.00     0.00  DeadTree
  0.00     14.92     0.00   361956     0.00     0.00  SetManStoneSquares
  0.00     14.92     0.00   349171     0.00     0.00  PSSetPathFlag
  0.00     14.92     0.00   331021     0.00     0.00  PenUnMakeMove
  0.00     14.92     0.00   317954     0.00     0.00  UpdateReach
  0.00     14.92     0.00   256146     0.00     0.00  PenIsGoalNode
  0.00     14.92     0.00   237120     0.00     0.00  DeadMakeMove
  0.00     14.92     0.00   236336     0.00     0.00  DistantSquares
  0.00     14.92     0.00   216473     0.00     0.00  NumberBitsBS
  0.00     14.92     0.00   214540     0.00     0.00  DeadIsGoalNode
  0.00     14.92     0.00   151006     0.00     0.00  Debug
  0.00     14.92     0.00    64966     0.00     0.00  GetScew
  0.00     14.92     0.00    49294     0.00     0.00  FindTransitiveClosure
  0.00     14.92     0.00    33451     0.00     0.00  SubsetBS
  0.00     14.92     0.00    27440     0.00     0.00  DeadLowerBound
  0.00     14.92     0.00    16720     0.00     0.00  PSUnSetPathFlag
  0.00     14.92     0.00    16060     0.00     0.00  compare_negval
  0.00     14.92     0.00    15134     0.00     0.00  BitNotAndNotBS
  0.00     14.92     0.00    14771     0.00     0.00  Crowding
  0.00     14.92     0.00    14771     0.00     0.00  DistantMove
  0.00     14.92     0.00    13381     0.00     0.00  XDistStone
  0.00     14.92     0.00    10276     0.00     0.00  IncCounter
  0.00     14.92     0.00     8351     0.00     0.00  CleanReach
  0.00     14.92     0.00     6555     0.00     0.00  print_stats
  0.00     14.92     0.00     4599     0.00     0.00  MinMatch
  0.00     14.92     0.00     4301     0.00     0.00  PenDeactivateStones
  0.00     14.92     0.00     4235     0.00     0.00  BitAndNotAndNotBS
  0.00     14.92     0.00     4183     0.00     0.00  FindClosestPosStone
  0.00     14.92     0.00     3610     0.00     0.00  PenStartIda
  0.00     14.92     0.00     2743     0.00     0.00  DeadStartIda
  0.00     14.92     0.00     2718     0.00     0.00  FindClosestPosMan
  0.00     14.92     0.00     2516     0.00     0.00  BetterUpdateLowerBound
  0.00     14.92     0.00     2516     0.00     0.00  MakeMove
  0.00     14.92     0.00     2292     0.00     0.00  DeadDeactivateStones
  0.00     14.92     0.00     2088     0.00     0.00  IsGoalNodeNorm
  0.00     14.92     0.00     2082     0.00     0.00  BetterUpdateLowerBound2
  0.00     14.92     0.00     2082     0.00     0.00  UnMakeMove
  0.00     14.92     0.00     1881     0.00     0.00  FindFarthestPosStone
  0.00     14.92     0.00     1733     0.00     0.00  QualityCompare
  0.00     14.92     0.00     1733     0.00     0.00  StoreHashTable
  0.00     14.92     0.00     1388     0.00     0.00  InitIDA
  0.00     14.92     0.00     1280     0.00     0.00  GetHashTable
  0.00     14.92     0.00     1134     0.00     0.00  UpdateMaze
  0.00     14.92     0.00      974     0.00     0.00  Mprintf
  0.00     14.92     0.00      925     0.00     0.00  NewMoveOrdering
  0.00     14.92     0.00      845     0.00     0.00  PenMoveSuspected
  0.00     14.92     0.00      843     0.00     0.00  AreaMove
  0.00     14.92     0.00      843     0.00     0.00  FindFringeStones
  0.00     14.92     0.00      770     0.00     0.00  MarkReachPos
  0.00     14.92     0.00      757     0.00     0.00  DeadMoveSuspected
  0.00     14.92     0.00      751     0.00     0.00  My_free
  0.00     14.92     0.00      637     0.00     0.00  LogAndAndNotBS
  0.00     14.92     0.00      523     0.00     0.00  WasTestedPen
  0.00     14.92     0.00      470     0.00     0.00  AddMoreStones
  0.00     14.92     0.00      435     0.00     0.02  DeadMove
  0.00     14.92     0.00      323     0.00     0.00  EntrComp
  0.00     14.92     0.00      296     0.00     0.00  Isnt0BS
  0.00     14.92     0.00      268     0.00     0.00  AddConflict
  0.00     14.92     0.00      268     0.00     0.00  RemoveDuplicates
