Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 37.93      0.11     0.11    10686     0.01     0.01  Moves
 13.79      0.15     0.04    10683     0.00     0.00  MarkReach
 10.35      0.18     0.03  1193872     0.00     0.00  GetOptDist
  6.90      0.20     0.02    34575     0.00     0.00  Frozen
  6.90      0.22     0.02     9905     0.00     0.00  UnReach
  3.45      0.23     0.01    42464     0.00     0.00  BitOrEqBS
  3.45      0.24     0.01    12868     0.00     0.00  LogAndNotAndNotBS
  3.45      0.25     0.01     2865     0.00     0.00  MarkReachGRoom
  3.45      0.26     0.01      141     0.07     0.08  PenDeactivateStones
  3.45      0.27     0.01       97     0.10     0.10  StoneReach
  3.45      0.28     0.01        1    10.00    10.00  SetStoneDistances
  3.45      0.29     0.01                             GetShortestDist
  0.00      0.29     0.00    78036     0.00     0.00  GetManDir
  0.00      0.29     0.00    53081     0.00     0.00  PenCompare
  0.00      0.29     0.00    49269     0.00     0.00  GetScew
  0.00      0.29     0.00    48044     0.00     0.00  NewAddScew
  0.00      0.29     0.00    26988     0.00     0.00  GenAllSquares
  0.00      0.29     0.00    26796     0.00     0.00  BitOrAndEqBS
  0.00      0.29     0.00    26796     0.00     0.00  DeadLock
  0.00      0.29     0.00    25954     0.00     0.00  DeadLock2
  0.00      0.29     0.00    25954     0.00     0.00  SubMacro
  0.00      0.29     0.00    24557     0.00     0.00  DiffToDir
  0.00      0.29     0.00    21921     0.00     0.00  AllBitsSetBS
  0.00      0.29     0.00    18423     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.29     0.00    15090     0.00     0.00  DeadCompare
  0.00      0.29     0.00    12868     0.00     0.00  BitAndNotButOrBS
  0.00      0.29     0.00    12868     0.00     0.00  GetPenalty
  0.00      0.29     0.00    11536     0.00     0.00  UpdateHashKey
  0.00      0.29     0.00    11503     0.00     0.00  AbortSearch
  0.00      0.29     0.00    11323     0.00     0.00  DeadTree
  0.00      0.29     0.00     8354     0.00     0.00  PenUpdateLowerBound
  0.00      0.29     0.00     7674     0.00     0.00  XDistMan
  0.00      0.29     0.00     7459     0.00     0.00  BitAndNotEqBS
  0.00      0.29     0.00     6688     0.00     0.00  PSStoreHashTable
  0.00      0.29     0.00     6455     0.00     0.00  IncNodeCount
  0.00      0.29     0.00     5133     0.00     0.00  PSGetHashTable
  0.00      0.29     0.00     4886     0.00     0.01  GenerateMoves
  0.00      0.29     0.00     4584     0.00     0.03  PushesMoves
  0.00      0.29     0.00     4536     0.00     0.00  Debug
  0.00      0.29     0.00     4510     0.00     0.03  SetManStoneSquares
  0.00      0.29     0.00     4434     0.00     0.01  PenMakeMove
  0.00      0.29     0.00     4434     0.00     0.00  PenUnMakeMove
  0.00      0.29     0.00     4248     0.00     0.00  My_qsort
  0.00      0.29     0.00     4235     0.00     0.00  DistantSquares
  0.00      0.29     0.00     4125     0.00     0.00  IncCounter
  0.00      0.29     0.00     4048     0.00     0.00  MarkReachQuick
  0.00      0.29     0.00     3862     0.00     0.00  PenIsGoalNode
  0.00      0.29     0.00     3692     0.00     0.01  UpdateReach
  0.00      0.29     0.00     3522     0.00     0.00  PenMoveOrdering
  0.00      0.29     0.00     3464     0.00     0.00  MarkReachDist
  0.00      0.29     0.00     3212     0.00     0.00  LogAndBS
  0.00      0.29     0.00     3070     0.00     0.00  BitNotAndNotBS
  0.00      0.29     0.00     2936     0.00     0.00  PSSetPathFlag
  0.00      0.29     0.00     2876     0.00     0.00  DeadUpdateLowerBound
  0.00      0.29     0.00     2865     0.00     0.00  CleanReach
  0.00      0.29     0.00     1537     0.00     0.00  DeadMakeMove
  0.00      0.29     0.00     1537     0.00     0.00  DeadUnMakeMove
  0.00      0.29     0.00     1487     0.00     0.00  NumberBitsBS
  0.00      0.29     0.00     1381     0.00     0.00  DeadIsGoalNode
  0.00      0.29     0.00     1334     0.00     0.00  BitNext
  0.00      0.29     0.00     1290     0.00     0.00  DeadMoveOrdering
  0.00      0.29     0.00      926     0.00     0.00  NormHashKey
  0.00      0.29     0.00      859     0.00     0.00  compare_negval
  0.00      0.29     0.00      755     0.00     0.02  DistToGoal
  0.00      0.29     0.00      725     0.00     0.00  My_free
  0.00      0.29     0.00      655     0.00     0.00  PenLowerBound
  0.00      0.29     0.00      554     0.00     0.00  EntrComp
  0.00      0.29     0.00      385     0.00     0.00  Crowding
  0.00      0.29     0.00      385     0.00     0.00  DistantMove
  0.00      0.29     0.00      332     0.00     0.00  XDistStone
  0.00      0.29     0.00      307     0.00     0.00  MinMatch
  0.00      0.29     0.00      252     0.00     0.00  Mprintf
  0.00      0.29     0.00      250     0.00     0.00  GroomIncPos
  0.00      0.29     0.00      249     0.00     0.00  DeadLowerBound
  0.00      0.29     0.00      243     0.00     0.00  Isnt0BS
  0.00      0.29     0.00      236     0.00     0.00  BitAndNotBS
  0.00      0.29     0.00      227     0.00     0.00  BetterUpdateLowerBound
  0.00      0.29     0.00      227     0.00     0.00  MakeMove
  0.00      0.29     0.00      217     0.00     0.00  GroomExcPos
  0.00      0.29     0.00      193     0.00     0.00  print_stats
  0.00      0.29     0.00      189     0.00     0.00  init_stats
  0.00      0.29     0.00      152     0.00     0.00  QualityCompare
  0.00      0.29     0.00      152     0.00     0.00  StoreHashTable
  0.00      0.29     0.00      150     0.00     0.00  BitAndNotAndNotBS
  0.00      0.29     0.00      150     0.00     0.00  FindClosestPosStone
  0.00      0.29     0.00      150     0.00     0.00  FindTransitiveClosure
  0.00      0.29     0.00      150     0.00     0.00  Maximize
  0.00      0.29     0.00      122     0.00     1.25  PenIda
  0.00      0.29     0.00      120     0.00     0.00  SubsetBS
  0.00      0.29     0.00      118     0.00     1.29  PenStartIda
  0.00      0.29     0.00       92     0.00     0.11  GoalReach
  0.00      0.29     0.00       83     0.00     0.00  RegisterMove
  0.00      0.29     0.00       80     0.00     0.00  IsGoalNodeNorm
  0.00      0.29     0.00       79     0.00     0.00  BetterUpdateLowerBound2
  0.00      0.29     0.00       79     0.00     0.00  UnMakeMove
  0.00      0.29     0.00       77     0.00     0.00  GetHashTable
  0.00      0.29     0.00       75     0.00     0.36  AreaMove
  0.00      0.29     0.00       75     0.00     0.00  FindFringeStones
  0.00      0.29     0.00       74     0.00     0.70  DeadIda
  0.00      0.29     0.00       74     0.00     0.00  HumanMove
  0.00      0.29     0.00       74     0.00     0.00  NewMoveOrdering
  0.00      0.29     0.00       70     0.00     0.00  DeadStartIda
  0.00      0.29     0.00       70     0.00     0.00  ResetHist
  0.00      0.29     0.00       65     0.00     0.00  Communicating
  0.00      0.29     0.00       65     0.00     0.15  GetBaseProps
  0.00      0.29     0.00       65     0.00     0.00  InitIDA
  0.00      0.29     0.00       64     0.00     0.00  PenMoveSuspected
  0.00      0.29     0.00       59     0.00     0.00  UpdateMaze
  0.00      0.29     0.00       57     0.00     0.00  DeadMoveSuspected
  0.00      0.29     0.00       56     0.00     0.00  My_malloc
  0.00      0.29     0.00       55     0.00     0.00  ValueSquare
  0.00      0.29     0.00       53     0.00     0.00  My_realloc
