Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 34.33      0.46     0.46    57055     0.00     0.00  Moves
 22.39      0.76     0.30    82292     0.00     0.00  MarkReach
 11.94      0.92     0.16    45773     0.00     0.00  MarkReachGRoom
  5.97      1.00     0.08     8695     0.00     0.00  DistToGoal
  3.73      1.05     0.05  1479133     0.00     0.00  GetOptDist
  2.99      1.09     0.04    70563     0.00     0.00  UnReach
  2.24      1.12     0.03    57844     0.00     0.00  PenUpdateLowerBound
  2.24      1.15     0.03     3420     0.00     0.00  PickUpEntrances
  1.49      1.17     0.02   154612     0.00     0.00  BitOrAndEqBS
  1.49      1.19     0.02   148403     0.00     0.00  AllBitsSetBS
  1.12      1.21     0.02   612742     0.00     0.00  DistantSquares
  0.75      1.22     0.01  1110514     0.00     0.00  XDistMan
  0.75      1.23     0.01   147111     0.00     0.00  GenAllSquares
  0.75      1.24     0.01   136940     0.00     0.00  BitNotAndNotAndNotBS
  0.75      1.25     0.01    86707     0.00     0.00  GetPenalty
  0.75      1.26     0.01    86707     0.00     0.00  LogAndNotAndNotBS
  0.75      1.27     0.01    33207     0.00     0.00  PSStoreHashTable
  0.75      1.28     0.01    30784     0.00     0.00  PenMakeMove
  0.75      1.29     0.01    26685     0.00     0.00  My_qsort
  0.75      1.30     0.01    26170     0.00     0.00  GenerateMoves
  0.75      1.31     0.01    25865     0.00     0.00  UpdateReach
  0.75      1.32     0.01    20155     0.00     0.00  StoneReach
  0.75      1.33     0.01     2540     0.00     0.00  DeadLowerBound
  0.75      1.34     0.01     1166     0.00     0.00  init_stats
  0.37      1.34     0.01    47134     0.00     0.00  DistantMove
  0.00      1.34     0.00   257385     0.00     0.00  PenCompare
  0.00      1.34     0.00   213955     0.00     0.00  Frozen
  0.00      1.34     0.00   212660     0.00     0.00  BitOrEqBS
  0.00      1.34     0.00   170755     0.00     0.00  GetManDir
  0.00      1.34     0.00   154612     0.00     0.00  DeadLock
  0.00      1.34     0.00   143428     0.00     0.00  DeadLock2
  0.00      1.34     0.00   143428     0.00     0.00  SubMacro
  0.00      1.34     0.00   139710     0.00     0.00  DiffToDir
  0.00      1.34     0.00    86707     0.00     0.00  BitAndNotButOrBS
  0.00      1.34     0.00    82073     0.00     0.00  BitAndNotEqBS
  0.00      1.34     0.00    77607     0.00     0.00  DeadCompare
  0.00      1.34     0.00    77140     0.00     0.00  UpdateHashKey
  0.00      1.34     0.00    70646     0.00     0.00  AbortSearch
  0.00      1.34     0.00    55087     0.00     0.00  GetScew
  0.00      1.34     0.00    52399     0.00     0.00  IncNodeCount
  0.00      1.34     0.00    51838     0.00     0.00  NewAddScew
  0.00      1.34     0.00    47134     0.00     0.00  Crowding
  0.00      1.34     0.00    47072     0.00     0.00  BitNotAndNotBS
  0.00      1.34     0.00    45773     0.00     0.00  CleanReach
  0.00      1.34     0.00    41360     0.00     0.00  DeadTree
  0.00      1.34     0.00    38921     0.00     0.00  EntrComp
  0.00      1.34     0.00    30784     0.00     0.00  PenUnMakeMove
  0.00      1.34     0.00    29852     0.00     0.00  PSGetHashTable
  0.00      1.34     0.00    28783     0.00     0.00  MarkReachQuick
  0.00      1.34     0.00    27157     0.00     0.00  Debug
  0.00      1.34     0.00    26612     0.00     0.00  compare_negval
  0.00      1.34     0.00    23117     0.00     0.00  PenIsGoalNode
  0.00      1.34     0.00    21360     0.00     0.00  PushesMoves
  0.00      1.34     0.00    21232     0.00     0.00  SetManStoneSquares
  0.00      1.34     0.00    18469     0.00     0.00  PenMoveOrdering
  0.00      1.34     0.00    17122     0.00     0.00  PSSetPathFlag
  0.00      1.34     0.00    13574     0.00     0.00  DeadUpdateLowerBound
  0.00      1.34     0.00    13518     0.00     0.00  Isnt0BS
  0.00      1.34     0.00    13420     0.00     0.00  BitAndNotBS
  0.00      1.34     0.00    10765     0.00     0.00  IncCounter
  0.00      1.34     0.00    10482     0.00     0.00  GroomIncPos
  0.00      1.34     0.00    10467     0.00     0.00  GroomExcPos
  0.00      1.34     0.00    10461     0.00     0.00  GoalReach
  0.00      1.34     0.00    10000     0.00     0.00  GGGetHashTable
  0.00      1.34     0.00     8091     0.00     0.00  NumberBitsBS
  0.00      1.34     0.00     7843     0.00     0.00  DeadMakeMove
  0.00      1.34     0.00     7843     0.00     0.00  DeadUnMakeMove
  0.00      1.34     0.00     7488     0.00     0.00  NormHashKey
  0.00      1.34     0.00     7465     0.00     0.00  DeadIsGoalNode
  0.00      1.34     0.00     6781     0.00     0.00  DeadMoveOrdering
  0.00      1.34     0.00     5723     0.00     0.00  MinMatch
  0.00      1.34     0.00     4720     0.00     0.00  RegisterMove
  0.00      1.34     0.00     4480     0.00     0.00  PenLowerBound
  0.00      1.34     0.00     3473     0.00     0.00  LogAndBS
  0.00      1.34     0.00     3420     0.00     0.00  ValidateEntrances
  0.00      1.34     0.00     3419     0.00     0.00  EvaluateGroom
  0.00      1.34     0.00     3418     0.00     0.00  GGStoreHashTable
  0.00      1.34     0.00     2989     0.00     0.00  MakeMove
  0.00      1.34     0.00     2986     0.00     0.00  BetterUpdateLowerBound
  0.00      1.34     0.00     2792     0.00     0.00  NumberBitsInt
  0.00      1.34     0.00     2734     0.00     0.00  IsGoalNodeNorm
  0.00      1.34     0.00     2733     0.00     0.00  UnMakeMove
  0.00      1.34     0.00     2732     0.00     0.00  BetterUpdateLowerBound2
  0.00      1.34     0.00     1858     0.00     0.00  QualityCompare
  0.00      1.34     0.00     1858     0.00     0.00  StoreHashTable
  0.00      1.34     0.00     1380     0.00     0.00  XDistStone
  0.00      1.34     0.00     1365     0.00     0.00  GetHashTable
  0.00      1.34     0.00     1297     0.00     0.00  CreatePropGMacro
  0.00      1.34     0.00     1297     0.00     0.00  FindBestSquare
  0.00      1.34     0.00     1181     0.00     0.00  ValueSquareEntr
  0.00      1.34     0.00     1174     0.00     0.00  print_stats
  0.00      1.34     0.00     1064     0.00     0.00  BitAndNotAndNotBS
  0.00      1.34     0.00     1051     0.00     0.00  FindClosestPosStone
  0.00      1.34     0.00      964     0.00     0.00  My_free
  0.00      1.34     0.00      937     0.00     0.00  LogAndAndNotBS
  0.00      1.34     0.00      928     0.00     0.00  AreaMove
  0.00      1.34     0.00      928     0.00     0.00  FindFringeStones
  0.00      1.34     0.00      920     0.00     0.00  NewMoveOrdering
  0.00      1.34     0.00      882     0.00     0.00  PenMoveSuspected
  0.00      1.34     0.00      874     0.00     0.00  Communicating
  0.00      1.34     0.00      874     0.00     0.00  GetBaseProps
  0.00      1.34     0.00      784     0.00     0.00  DeadMoveSuspected
  0.00      1.34     0.00      768     0.00     0.00  PenIda
  0.00      1.34     0.00      758     0.00     0.00  MarkReachDist
  0.00      1.34     0.00      756     0.00     0.00  PenDeactivateStones
  0.00      1.34     0.00      750     0.00     0.00  ValueSquare
  0.00      1.34     0.00      711     0.00     0.00  PenStartIda
  0.00      1.34     0.00      519     0.00     0.00  FindClosestPosMan
  0.00      1.34     0.00      476     0.00     0.00  BitNext
  0.00      1.34     0.00      462     0.00     0.00  DeadIda
  0.00      1.34     0.00      454     0.00     0.00  DeadStartIda
  0.00      1.34     0.00      428     0.00     0.00  DeadDeactivateStones
  0.00      1.34     0.00      389     0.00     0.00  My_realloc
  0.00      1.34     0.00      366     0.00     0.00  Mprintf
  0.00      1.34     0.00      343     0.00     0.00  BuildGMTree
  0.00      1.34     0.00      343     0.00     0.00  GMGetHashTable
  0.00      1.34     0.00      342     0.00     0.00  CreateGMacro
  0.00      1.34     0.00      306     0.00     0.00  InitIDA
  0.00      1.34     0.00      284     0.00     0.00  UpdateMaze
  0.00      1.34     0.00      254     0.00     0.00  SubsetBS
  0.00      1.34     0.00      232     0.00     0.00  WasTestedPen
  0.00      1.34     0.00      177     0.00     0.00  My_malloc
  0.00      1.34     0.00      171     0.00     0.00  PSUnSetPathFlag
  0.00      1.34     0.00      134     0.00     0.00  DeadMove
  0.00      1.34     0.00      130     0.00     0.00  BitOrBS
  0.00      1.34     0.00      129     0.00     0.00  GMDelHashEntry
  0.00      1.34     0.00      129     0.00     0.00  GetGMTree
  0.00      1.34     0.00      128     0.00     0.00  HumanMove
  0.00      1.34     0.00      124     0.00     0.00  GMStoreHashTable
  0.00      1.34     0.00      124     0.00     0.00  GetProperties
  0.00      1.34     0.00      124     0.00     0.00  GetSquareValues
  0.00      1.34     0.00      117     0.00     0.01  PenMove
  0.00      1.34     0.00      114     0.00     0.00  ResetHist
  0.00      1.34     0.00       98     0.00     0.00  AddTestedPen
  0.00      1.34     0.00       98     0.00     0.00  GoodTested
  0.00      1.34     0.00       87     0.00     0.00  FindFarthestPosStone
  0.00      1.34     0.00       74     0.00     0.00  PropStonesDone
  0.00      1.34     0.00       55     0.00     0.00  MarkReachPos
  0.00      1.34     0.00       54     0.00     0.00  WhichStones
  0.00      1.34     0.00       48     0.00     0.00  CreateAllGMacro
  0.00      1.34     0.00       40     0.00     0.00  FindTransitiveClosure
  0.00      1.34     0.00       40     0.00     0.00  Maximize
  0.00      1.34     0.00       33     0.00     0.00  AddMoreStones
  0.00      1.34     0.00       24     0.00     0.00  AddConflict
  0.00      1.34     0.00       24     0.00     0.00  RemoveDuplicates
  0.00      1.34     0.00       23     0.00     0.00  FindFirstSet
  0.00      1.34     0.00       23     0.00     0.00  FindPenalty
  0.00      1.34     0.00       23     0.00     0.00  InsertConflict
  0.00      1.34     0.00       20     0.00     0.00  RestoreMaze
  0.00      1.34     0.00       20     0.00     0.00  SaveMaze
  0.00      1.34     0.00       16     0.00     0.00  PenMiniConflict
  0.00      1.34     0.00       10     0.00     0.00  FindStartEndTunnel
  0.00      1.34     0.00        8     0.00     0.00  AddMacro
  0.00      1.34     0.00        8     0.00     0.00  CopyMaze
  0.00      1.34     0.00        8     0.00     0.00  DelCopiedMaze
  0.00      1.34     0.00        7     0.00     0.00  DeadMiniConflict
  0.00      1.34     0.00        5     0.00     0.00  AddConflicts
  0.00      1.34     0.00        5     0.00     0.00  BetterLowerBound
  0.00      1.34     0.00        5     0.00     0.00  EqualBS
  0.00      1.34     0.00        5     0.00     0.00  InitPenalty
  0.00      1.34     0.00        5     0.00     0.00  InsertPenalty
  0.00      1.34     0.00        4     0.00     0.00  GetNewDistances
  0.00      1.34     0.00        4     0.00     0.00  InDCache
  0.00      1.34     0.00        4     0.00     0.00  InitHist
  0.00      1.34     0.00        3     0.00     0.00  InitConflicts
  0.00      1.34     0.00        3     0.00     0.00  InitDCache
  0.00      1.34     0.00        2     0.00     0.00  CmdParam
  0.00      1.34     0.00        2     0.00     0.00  DelConflicts
  0.00      1.34     0.00        2     0.00     0.00  FreeDCache
  0.00      1.34     0.00        2     0.00     0.00  GetAvgHist
  0.00      1.34     0.00        2     0.00     0.00  GetCommand
  0.00      1.34     0.00        2     0.00     0.00  InitHashTables
  0.00      1.34     0.00        2     0.00     0.00  InitTree
  0.00      1.34     0.00        2     0.00     0.00  LoadTree
  0.00      1.34     0.00        2     0.00     0.00  MarkOneConnected
  0.00      1.34     0.00        2     0.00     0.00  SetManDistances
  0.00      1.34     0.00        2     0.00     0.00  SetStoneDistances
  0.00      1.34     0.00        1     0.00     0.00  AddPenalties
  0.00      1.34     0.00        1     0.00     0.00  AsimGoals
  0.00      1.34     0.00        1     0.00     0.00  DelGMTree
  0.00      1.34     0.00        1     0.00     0.00  DelMaze
