Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 27.89     14.30    14.30  4350329     0.00     0.00  GetPenalty
 19.51     24.31    10.01   925524     0.00     0.00  Moves
 17.79     33.43     9.12  1455351     0.00     0.00  MarkReach
  7.43     37.24     3.81 130446079     0.00     0.00  AllBitsSetBS
  4.41     39.50     2.26  3409765     0.00     0.00  UnReach
  2.79     40.93     1.43  2782278     0.00     0.00  PenUpdateLowerBound
  1.89     41.90     0.97  1150345     0.00     0.00  My_qsort
  1.75     42.79     0.90  1161013     0.00     0.00  GenerateMoves
  1.52     43.57     0.78 14895189     0.00     0.00  Frozen
  1.31     44.24     0.67 12298902     0.00     0.00  BitOrAndEqBS
  1.31     44.91     0.67   157300     0.00     0.00  PenLowerBound
  1.21     45.53     0.62  1254384     0.00     0.00  DeadUpdateLowerBound
  1.21     46.15     0.62 19336439     0.00     0.00  GetOptDist
  1.17     46.75     0.60   111055     0.00     0.00  DeadLowerBound
  0.84     47.18     0.43  1515798     0.00     0.00  MarkReachQuick
  0.68     47.53     0.35 26867361     0.00     0.00  GetManDir
  0.66     47.87     0.34  6257325     0.00     0.00  BitOrEqBS
  0.57     48.16     0.29  4350329     0.00     0.00  BitAndNotButOrBS
  0.55     48.44     0.28  4350329     0.00     0.00  LogAndNotAndNotBS
  0.41     48.65     0.21  4362288     0.00     0.00  BitNotAndNotAndNotBS
  0.39     48.85     0.20 11172699     0.00     0.00  SubMacro
  0.39     49.05     0.20  2539861     0.00     0.00  GenAllSquares
  0.37     49.24     0.19   804870     0.00     0.00  PushesMoves
  0.33     49.41     0.17   719198     0.00     0.00  PenMoveOrdering
  0.31     49.57     0.16 12298902     0.00     0.00  DeadLock
  0.21     49.68     0.11  1957460     0.00     0.00  BitAndNotEqBS
  0.20     49.78     0.10   441111     0.00     0.00  DeadMoveOrdering
  0.18     49.87     0.09  1634050     0.00     0.00  PSStoreHashTable
  0.16     49.95     0.08 11173302     0.00     0.00  DeadLock2
  0.16     50.03     0.08  4041390     0.00     0.00  UpdateHashKey
  0.16     50.11     0.08  1391139     0.00     0.00  UpdateReach
  0.16     50.19     0.08  1306872     0.00     0.00  PSGetHashTable
  0.14     50.26     0.07    15613     0.00     0.00  PenIda
  0.14     50.33     0.07  2996089     0.00     0.00  LogAndBS
  0.14     50.40     0.07     6020     0.00     0.00  DeadIda
  0.12     50.46     0.06 24511285     0.00     0.00  PenCompare
  0.12     50.52     0.06  1462771     0.00     0.00  PenMakeMove
  0.12     50.58     0.06    14355     0.00     0.00  MarkReachGRoom
  0.10     50.63     0.05 14177416     0.00     0.00  DeadCompare
  0.10     50.68     0.05  3956934     0.00     0.00  BitNext
  0.10     50.73     0.05  1462771     0.00     0.00  PenUnMakeMove
  0.10     50.78     0.05   680219     0.00     0.00  DeadMakeMove
  0.10     50.83     0.05   504043     0.00     0.00  NumberBitsBS
  0.10     50.88     0.05    18229     0.00     0.00  init_stats
  0.06     50.91     0.03                             EqualBS
  0.06     50.94     0.03  2414499     0.00     0.00  DiffToDir
  0.04     50.96     0.02   680219     0.00     0.00  DeadUnMakeMove
  0.04     50.98     0.02   247002     0.00     0.00  FindTransitiveClosure
  0.04     51.00     0.02   241563     0.00     0.00  GetScew
  0.04     51.02     0.02   141441     0.00     0.00  SubsetBS
  0.04     51.04     0.02    18963     0.00     0.00  print_stats
  0.04     51.06     0.02    14036     0.00     0.00  PenDeactivateStones
  0.04     51.08     0.02     2967     0.00     0.00  MarkReachDist
  0.02     51.09     0.01  3371381     0.00     0.00  AbortSearch
  0.02     51.10     0.01  1860768     0.00     0.00  IncNodeCount
  0.02     51.11     0.01   608184     0.00     0.00  PSSetPathFlag
  0.02     51.12     0.01   496625     0.00     0.00  DeadIsGoalNode
  0.02     51.13     0.01   436485     0.00     0.00  Debug
  0.02     51.14     0.01   247002     0.00     0.00  Maximize
  0.02     51.15     0.01    32894     0.00     0.00  BitNotAndNotBS
  0.02     51.16     0.01    13135     0.00     0.00  PenStartIda
  0.02     51.17     0.01    10599     0.00     0.00  BitAndNotAndNotBS
  0.02     51.18     0.01    10119     0.00     0.00  FindClosestPosStone
  0.02     51.19     0.01     2663     0.00     0.00  MakeMove
  0.02     51.20     0.01     2334     0.00     0.00  RegisterMove
  0.02     51.21     0.01      928     0.00     0.00  GetHashTable
  0.02     51.22     0.01      757     0.00     0.00  Mprintf
  0.02     51.23     0.01       35     0.00     0.00  BitOrBS
  0.02     51.24     0.01        1     0.01     0.01  SetDistDead
  0.02     51.25     0.01                             BitNandEqBS
  0.02     51.26     0.01                             GetShortestDist
  0.02     51.27     0.01                             PrintMatches
  0.01     51.28     0.01                             Moves2
  0.01     51.28     0.01                             compare_val
  0.00     51.28     0.00  2334864     0.00     0.00  DeadTree
  0.00     51.28     0.00   940983     0.00     0.00  XDistMan
  0.00     51.28     0.00   817430     0.00     0.00  PenIsGoalNode
  0.00     51.28     0.00   804571     0.00     0.00  SetManStoneSquares
  0.00     51.28     0.00   487179     0.00     0.00  DistantSquares
  0.00     51.28     0.00   268422     0.00     0.00  NormHashKey
  0.00     51.28     0.00   235002     0.00     0.00  NewAddScew
  0.00     51.28     0.00    86238     0.00     0.00  XDistStone
  0.00     51.28     0.00    78384     0.00     0.00  PSUnSetPathFlag
  0.00     51.28     0.00    24835     0.00     0.00  compare_negval
  0.00     51.28     0.00    21093     0.00     0.00  IncCounter
  0.00     51.28     0.00    14763     0.00     0.00  Crowding
  0.00     51.28     0.00    14763     0.00     0.00  DistantMove
  0.00     51.28     0.00    14355     0.00     0.00  CleanReach
  0.00     51.28     0.00     8072     0.00     0.00  FindFarthestPosStone
  0.00     51.28     0.00     5300     0.00     0.00  DeadStartIda
  0.00     51.28     0.00     5008     0.00     0.00  FindClosestPosMan
  0.00     51.28     0.00     5001     0.00     0.00  DeadDeactivateStones
  0.00     51.28     0.00     4729     0.00     0.00  MinMatch
  0.00     51.28     0.00     2663     0.00     0.00  BetterUpdateLowerBound
  0.00     51.28     0.00     2066     0.00     0.00  IsGoalNodeNorm
  0.00     51.28     0.00     2065     0.00     0.00  BetterUpdateLowerBound2
  0.00     51.28     0.00     2065     0.00     0.00  UnMakeMove
  0.00     51.28     0.00     1656     0.00     0.00  InitIDA
  0.00     51.28     0.00     1630     0.00     0.00  QualityCompare
  0.00     51.28     0.00     1630     0.00     0.00  StoreHashTable
  0.00     51.28     0.00     1032     0.00     0.00  UpdateMaze
  0.00     51.28     0.00      916     0.00     0.00  GoalReach
  0.00     51.28     0.00      814     0.00     0.00  AreaMove
  0.00     51.28     0.00      814     0.00     0.00  FindFringeStones
  0.00     51.28     0.00      788     0.00     0.00  My_free
  0.00     51.28     0.00      727     0.00     0.00  PenMoveSuspected
  0.00     51.28     0.00      704     0.00     0.00  NewMoveOrdering
  0.00     51.28     0.00      697     0.00     0.00  MarkReachPos
  0.00     51.28     0.00      662     0.00     0.00  WhichStones
  0.00     51.28     0.00      623     0.00     0.00  DeadMoveSuspected
  0.00     51.28     0.00      621     0.00     0.00  AddConflict
  0.00     51.28     0.00      621     0.00     0.00  RemoveDuplicates
  0.00     51.28     0.00      621     0.00     0.00  RestoreMaze
  0.00     51.28     0.00      621     0.00     0.00  SaveMaze
  0.00     51.28     0.00      563     0.00     0.00  FindFirstSet
  0.00     51.28     0.00      563     0.00     0.00  FindPenalty
  0.00     51.28     0.00      563     0.00     0.00  InsertConflict
  0.00     51.28     0.00      448     0.00     0.00  Communicating
  0.00     51.28     0.00      448     0.00     0.00  GetBaseProps
  0.00     51.28     0.00      416     0.00     0.00  ValueSquare
  0.00     51.28     0.00      416     0.00     0.00  ValueSquareEntr
  0.00     51.28     0.00      415     0.00     0.00  WasTestedPen
  0.00     51.28     0.00      363     0.00     0.00  AddMoreStones
  0.00     51.28     0.00      355     0.00     0.08  PenMove
  0.00     51.28     0.00      348     0.00     0.00  LogAndNotBS
  0.00     51.28     0.00      311     0.00     0.06  DeadMove
  0.00     51.28     0.00      299     0.00     0.00  HumanMove
  0.00     51.28     0.00      208     0.00     0.00  Isnt0BS
  0.00     51.28     0.00      162     0.00     0.00  ResetHist
  0.00     51.28     0.00      153     0.00     0.00  EntrComp
  0.00     51.28     0.00      152     0.00     0.00  PenMiniConflict
  0.00     51.28     0.00      150     0.00     0.00  GroomIncPos
  0.00     51.28     0.00      127     0.00     0.00  PropStonesDone
  0.00     51.28     0.00      124     0.00     0.00  My_realloc
  0.00     51.28     0.00      114     0.00     0.00  BitAndNotBS
  0.00     51.28     0.00      109     0.00     0.00  GroomExcPos
  0.00     51.28     0.00       94     0.00     0.00  LogAndAndNotBS
  0.00     51.28     0.00       93     0.00     0.00  RemoveConflict
  0.00     51.28     0.00       84     0.00     0.00  My_malloc
  0.00     51.28     0.00       67     0.00     0.00  DeadMiniConflict
  0.00     51.28     0.00       63     0.00     0.00  DistToGoal
  0.00     51.28     0.00       53     0.00     0.00  StoneReach
  0.00     51.28     0.00       48     0.00     0.00  GGGetHashTable
  0.00     51.28     0.00       35     0.00     0.00  PickUpEntrances
  0.00     51.28     0.00       35     0.00     0.00  ValidateEntrances
  0.00     51.28     0.00       34     0.00     0.00  BuildGMTree
  0.00     51.28     0.00       34     0.00     0.00  GMDelHashEntry
  0.00     51.28     0.00       34     0.00     0.00  GMGetHashTable
  0.00     51.28     0.00       34     0.00     0.00  GetGMTree
  0.00     51.28     0.00       33     0.00     0.00  EvaluateGroom
  0.00     51.28     0.00       32     0.00     0.00  CreateGMacro
  0.00     51.28     0.00       32     0.00     0.00  CreatePropGMacro
  0.00     51.28     0.00       32     0.00     0.00  FindBestSquare
  0.00     51.28     0.00       32     0.00     0.00  GMStoreHashTable
  0.00     51.28     0.00       32     0.00     0.00  GetProperties
  0.00     51.28     0.00       32     0.00     0.00  GetSquareValues
  0.00     51.28     0.00       31     0.00     0.00  GGStoreHashTable
  0.00     51.28     0.00       26     0.00     0.00  AddTestedPen
  0.00     51.28     0.00       26     0.00     0.00  GoodTested
  0.00     51.28     0.00       19     0.00     0.00  FindStartEndTunnel
  0.00     51.28     0.00       16     0.00     0.00  AddConflicts
  0.00     51.28     0.00       16     0.00     0.00  InitPenalty
  0.00     51.28     0.00       16     0.00     0.00  InsertPenalty
  0.00     51.28     0.00        9     0.00     0.00  CopyMaze
  0.00     51.28     0.00        9     0.00     0.00  DelCopiedMaze
  0.00     51.28     0.00        4     0.00     0.00  InitHist
  0.00     51.28     0.00        3     0.00     0.00  InitConflicts
  0.00     51.28     0.00        3     0.00     0.00  InitDCache
  0.00     51.28     0.00        2     0.00     0.00  AsimGoals
  0.00     51.28     0.00        2     0.00     0.00  CmdParam
  0.00     51.28     0.00        2     0.00     0.00  DelConflicts
  0.00     51.28     0.00        2     0.00     0.00  DelGMTree
  0.00     51.28     0.00        2     0.00     0.00  FreeDCache
  0.00     51.28     0.00        2     0.00     0.00  GMInitHashTable
  0.00     51.28     0.00        2     0.00     0.00  GetAvgHist
  0.00     51.28     0.00        2     0.00     0.00  GetCommand
  0.00     51.28     0.00        2     0.00     0.00  GrowDFS
  0.00     51.28     0.00        2     0.00     0.00  GrowRoom
  0.00     51.28     0.00        2     0.00     0.00  InitGRoom
  0.00     51.28     0.00        2     0.00     0.00  InitHashTables
  0.00     51.28     0.00        2     0.00     0.00  InitTree
  0.00     51.28     0.00        2     0.00     0.00  LoadTree
  0.00     51.28     0.00        2     0.00     0.00  PrintBit2Maze
  0.00     51.28     0.00        2     0.00     0.00  SetMinDist
  0.00     51.28     0.00        2     0.00     0.04  StartBuildGMTree
  0.00     51.28     0.00        1     0.00     0.00  AddPenalties
  0.00     51.28     0.00        1     0.00     0.00  BetterLowerBound
  0.00     51.28     0.00        1     0.00     0.00  DelMaze
  0.00     51.28     0.00        1     0.00     0.08  FindMacros
  0.00     51.28     0.00        1     0.00     0.02  GetNewDistances
  0.00     51.28     0.00        1     0.00    47.88  Ida
  0.00     51.28     0.00        1     0.00     0.00  InDCache
  0.00     51.28     0.00        1     0.00     0.00  InitBS
  0.00     51.28     0.00        1     0.00     0.00  InitMaze
  0.00     51.28     0.00        1     0.00     0.00  InitNodeCount
  0.00     51.28     0.00        1     0.00     0.00  InitRandom
  0.00     51.28     0.00        1     0.00    51.21  MainMenu
  0.00     51.28     0.00        1     0.00     0.00  MakeName
  0.00     51.28     0.00        1     0.00     0.65  MarkAll
  0.00     51.28     0.00        1     0.00     0.00  MarkDead
  0.00     51.28     0.00        1     0.00     0.00  MarkOneConnected
  0.00     51.28     0.00        1     0.00     0.00  MarkOut
  0.00     51.28     0.00        1     0.00     0.00  MarkTG
  0.00     51.28     0.00        1     0.00     0.00  MarkTun
  0.00     51.28     0.00        1     0.00     0.00  My_exit
  0.00     51.28     0.00        1     0.00     0.01  PrintSolution
  0.00     51.28     0.00        1     0.00     0.75  ReadMaze
  0.00     51.28     0.00        1     0.00     0.00  ResetMaze
  0.00     51.28     0.00        1     0.00     2.57  ScanSearch
  0.00     51.28     0.00        1     0.00     0.00  SetAllStonesDone
  0.00     51.28     0.00        1     0.00     0.62  SetDistDistances
  0.00     51.28     0.00        1     0.00     0.02  SetLocalCut
  0.00     51.28     0.00        1     0.00     0.00  SetManDistances
  0.00     51.28     0.00        1     0.00     0.00  SetPathFlag
  0.00     51.28     0.00        1     0.00     0.02  SetStoneDistances
  0.00     51.28     0.00        1     0.00     0.00  SetTimer
  0.00     51.28     0.00        1     0.00    50.47  StartIda
  0.00     51.28     0.00        1     0.00     0.01  ValidSolution
  0.00     51.28     0.00        1     0.00     0.02  XDistHist
  0.00     51.28     0.00        1     0.00     0.00  init_opts

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2016 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.02% of 51.28 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     99.9    0.00   51.21                 main [1]
                0.00   51.21       1/1           MainMenu [2]
                0.00    0.00       1/757         Mprintf [109]
                0.00    0.00       2/2           InitTree [204]
                0.00    0.00       2/2           LoadTree [205]
                0.00    0.00       1/1           init_opts [223]
                0.00    0.00       1/1           InitRandom [213]
                0.00    0.00       1/1           InitBS [210]
                0.00    0.00       1/1656        InitIDA [148]
                0.00    0.00       1/1           My_exit [218]
-----------------------------------------------
                0.00   51.21       1/1           main [1]
[2]     99.9    0.00   51.21       1         MainMenu [2]
                0.00   50.47       1/1           StartIda [3]
                0.00    0.75       1/1           ReadMaze [33]
                0.00    0.00       2/2           GetCommand [121]
                0.00    0.00       1/757         Mprintf [109]
                0.00    0.00       2/2           CmdParam [196]
                0.00    0.00       1/1           InitMaze [211]
                0.00    0.00       1/1           MakeName [214]
                0.00    0.00       1/1           DelMaze [208]
-----------------------------------------------
                0.00   50.47       1/1           MainMenu [2]
[3]     98.4    0.00   50.47       1         StartIda [3]
                0.00   47.88       1/1           Ida [5]
                0.00    2.57       1/1           ScanSearch [24]
                0.00    0.01       1/1           PrintSolution [90]
                0.00    0.00       1/4350329     GetPenalty [10]
                0.00    0.00       1/18229       init_stats [73]
                0.00    0.00       1/18963       print_stats [75]
                0.00    0.00       1/436485      Debug [89]
                0.00    0.00       1/3371381     AbortSearch [96]
                0.00    0.00       5/9           CopyMaze [190]
                0.00    0.00       5/9           DelCopiedMaze [191]
                0.00    0.00       1/1           InitNodeCount [212]
                0.00    0.00       1/1           SetTimer [222]
                0.00    0.00       1/2           InitHashTables [203]
-----------------------------------------------
[4]     97.8    0.15   50.03   11098+29189   <cycle 1 as a whole> [4]
                0.07   30.06   15613+1462771     PenIda <cycle 1> [6]
                0.07   19.55    6020+680219      DeadIda <cycle 1> [9]
                0.01    0.19   13135             PenStartIda <cycle 1> [49]
                0.00    0.14     152+410         PenMiniConflict <cycle 1> [51]
                0.00    0.08    5300             DeadStartIda <cycle 1> [58]
                0.00    0.01      67             DeadMiniConflict <cycle 1> [93]
-----------------------------------------------
                                2065             Ida [5]
                0.00   47.88       1/1           StartIda [3]
[5]     93.4    0.00   47.88       1+2065    Ida [5]
                0.00   25.90     323/355         PenMove [7]
                0.00   20.11     311/311         DeadMove [8]
                0.00    1.82     814/814         AreaMove [26]
                0.01    0.02    2065/2663        MakeMove [76]
                0.01    0.00    2334/2334        RegisterMove [102]
                0.01    0.00     927/928         GetHashTable [103]
                0.00    0.01    2065/2065        UnMakeMove [110]
                0.00    0.01     299/804571      SetManStoneSquares [11]
                0.00    0.00     704/1161013     GenerateMoves [23]
                0.00    0.00     704/704         NewMoveOrdering [116]
                0.00    0.00     727/727         PenMoveSuspected [122]
                0.00    0.00    2065/2414499     DiffToDir [79]
                0.00    0.00     623/623         DeadMoveSuspected [124]
                0.00    0.00    2066/1860768     IncNodeCount [97]
                0.00    0.00    2066/3371381     AbortSearch [96]
                0.00    0.00    2066/2066        IsGoalNodeNorm [147]
                0.00    0.00    2065/2334864     DeadTree [133]
                0.00    0.00    1629/1630        StoreHashTable [150]
                0.00    0.00       1/1           SetPathFlag [221]
                                2065             Ida [5]
-----------------------------------------------
                             1462771             PenIda <cycle 1> [6]
                               15613             PenStartIda <cycle 1> [49]
[6]     58.7    0.07   30.06   15613+1462771 PenIda <cycle 1> [6]
                0.06   10.48 1462771/1462771     PenMakeMove [14]
                0.00    9.18  470530/804571      SetManStoneSquares [11]
                0.05    7.48 1462771/1462771     PenUnMakeMove [18]
                0.55    1.18  719198/1161013     GenerateMoves [23]
                0.17    0.76  719198/719198      PenMoveOrdering [31]
                0.06    0.00 1003738/1634050     PSStoreHashTable [53]
                0.05    0.00  814553/1306872     PSGetHashTable [56]
                0.02    0.00 1462771/2414499     DiffToDir [79]
                0.01    0.00 2197582/3371381     AbortSearch [96]
                0.01    0.00 1199959/1860768     IncNodeCount [97]
                0.01    0.00  363457/608184      PSSetPathFlag [98]
                0.00    0.00 1462771/2334864     DeadTree [133]
                0.00    0.00  817430/817430      PenIsGoalNode [135]
                0.00    0.00   71201/78384       PSUnSetPathFlag [139]
                                  42             DeadMiniConflict <cycle 1> [93]
                             1462771             PenIda <cycle 1> [6]
-----------------------------------------------
                0.00    2.57      32/355         ScanSearch [24]
                0.00   25.90     323/355         Ida [5]
[7]     55.5    0.00   28.46     355         PenMove [7]
                0.08   27.81    6170/11098       PenStartIda <cycle 1> [49]
                0.00    0.45      99/11098       PenMiniConflict <cycle 1> [51]
                0.01    0.09    6170/14036       PenDeactivateStones [46]
                0.01    0.00    5909/10119       FindClosestPosStone [101]
                0.01    0.00    6170/10599       BitAndNotAndNotBS [100]
                0.00    0.00     355/4350329     GetPenalty [10]
                0.00    0.00    5815/504043      NumberBitsBS [72]
                0.00    0.00    8842/1957460     BitAndNotEqBS [52]
                0.00    0.00    6170/6257325     BitOrEqBS [43]
                0.00    0.00    6170/3371381     AbortSearch [96]
                0.00    0.00      26/26          AddTestedPen [131]
                0.00    0.00    2933/5008        FindClosestPosMan [146]
                0.00    0.00     355/1656        InitIDA [148]
                0.00    0.00     355/1032        UpdateMaze [151]
                0.00    0.00      94/208         Isnt0BS [167]
                0.00    0.00      26/26          GoodTested [186]
-----------------------------------------------
                0.00   20.11     311/311         Ida [5]
[8]     39.2    0.00   20.11     311         DeadMove [8]
                0.06   19.96    4429/11098       DeadStartIda <cycle 1> [58]
                0.00    0.07    4429/5001        DeadDeactivateStones [55]
                0.00    0.00    4429/10599       BitAndNotAndNotBS [100]
                0.00    0.00    4210/10119       FindClosestPosStone [101]
