Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 43.33      0.91     0.91    79176     0.00     0.00  Moves
 17.62      1.28     0.37    90757     0.00     0.00  MarkReach
  6.67      1.42     0.14   144928     0.00     0.00  UnReach
  3.81      1.50     0.08   201863     0.00     0.00  GetPenalty
  2.86      1.56     0.06    11451     0.00     0.00  MarkReachGRoom
  2.38      1.61     0.05  2391527     0.00     0.00  GetOptDist
  2.38      1.66     0.05    62428     0.00     0.00  GenerateMoves
  2.38      1.71     0.05    58975     0.00     0.00  My_qsort
  1.90      1.75     0.04  1018244     0.00     0.00  AllBitsSetBS
  1.43      1.78     0.03   349586     0.00     0.00  BitOrEqBS
  0.95      1.80     0.02   539648     0.00     0.00  Frozen
  0.95      1.82     0.02   374471     0.00     0.00  BitOrAndEqBS
  0.95      1.84     0.02   201863     0.00     0.00  BitAndNotButOrBS
  0.95      1.86     0.02    61677     0.00     0.00  MarkReachQuick
  0.95      1.88     0.02    59458     0.00     0.00  UpdateReach
  0.95      1.90     0.02    12264     0.00     0.00  StoneReach
  0.48      1.91     0.01   639147     0.00     0.00  GetManDir
  0.48      1.92     0.01   615413     0.00     0.00  PenCompare
  0.48      1.93     0.01   374471     0.00     0.00  DeadLock
  0.48      1.94     0.01   211892     0.00     0.00  BitNotAndNotAndNotBS
  0.48      1.95     0.01   201863     0.00     0.00  LogAndNotAndNotBS
  0.48      1.96     0.01   164244     0.00     0.00  AbortSearch
  0.48      1.97     0.01   118916     0.00     0.00  PenUpdateLowerBound
  0.48      1.98     0.01    83745     0.00     0.00  PSStoreHashTable
  0.48      1.99     0.01    75542     0.00     0.00  DeadUpdateLowerBound
  0.48      2.00     0.01    75493     0.00     0.00  BitNext
  0.48      2.01     0.01    39020     0.00     0.00  PenMoveOrdering
  0.48      2.02     0.01    38576     0.00     0.00  DeadMakeMove
  0.48      2.03     0.01    27023     0.00     0.00  NumberBitsBS
  0.48      2.04     0.01    23216     0.00     0.00  DeadMoveOrdering
  0.48      2.05     0.01     3282     0.00     0.00  PenLowerBound
  0.48      2.06     0.01     3121     0.00     0.00  PickUpEntrances
  0.48      2.07     0.01      287     0.00     0.00  GoalReach
  0.48      2.08     0.01      232     0.00     0.00  DeadDeactivateStones
  0.48      2.09     0.01        1     0.01     0.04  GrowDFS
  0.48      2.10     0.01        1     0.01     0.01  SetStoneDistances
  0.00      2.10     0.00   348322     0.00     0.00  DeadLock2
  0.00      2.10     0.00   348317     0.00     0.00  SubMacro
  0.00      2.10     0.00   322085     0.00     0.00  DeadCompare
  0.00      2.10     0.00   195258     0.00     0.00  UpdateHashKey
  0.00      2.10     0.00   181564     0.00     0.00  DiffToDir
  0.00      2.10     0.00   168578     0.00     0.00  GenAllSquares
  0.00      2.10     0.00   118874     0.00     0.00  DeadTree
  0.00      2.10     0.00   103991     0.00     0.00  IncNodeCount
  0.00      2.10     0.00    80451     0.00     0.00  BitAndNotEqBS
  0.00      2.10     0.00    71628     0.00     0.00  GetScew
  0.00      2.10     0.00    69998     0.00     0.00  PSGetHashTable
  0.00      2.10     0.00    69779     0.00     0.00  NewAddScew
  0.00      2.10     0.00    60872     0.00     0.00  PenMakeMove
  0.00      2.10     0.00    60872     0.00     0.00  PenUnMakeMove
  0.00      2.10     0.00    50885     0.00     0.00  PushesMoves
  0.00      2.10     0.00    50698     0.00     0.00  SetManStoneSquares
  0.00      2.10     0.00    46512     0.00     0.00  XDistMan
  0.00      2.10     0.00    43681     0.00     0.00  PenIsGoalNode
  0.00      2.10     0.00    38631     0.00     0.00  PSSetPathFlag
  0.00      2.10     0.00    38576     0.00     0.00  DeadUnMakeMove
  0.00      2.10     0.00    33533     0.00     0.00  EntrComp
  0.00      2.10     0.00    26690     0.00     0.00  DeadIsGoalNode
  0.00      2.10     0.00    24960     0.00     0.00  DistantSquares
  0.00      2.10     0.00    24137     0.00     0.00  LogAndBS
  0.00      2.10     0.00    15776     0.00     0.00  Debug
  0.00      2.10     0.00    13146     0.00     0.00  Isnt0BS
  0.00      2.10     0.00    13121     0.00     0.00  BitAndNotBS
  0.00      2.10     0.00    12156     0.00     0.00  BitNotAndNotBS
  0.00      2.10     0.00    11451     0.00     0.00  CleanReach
  0.00      2.10     0.00    10430     0.00     0.00  GroomIncPos
  0.00      2.10     0.00    10370     0.00     0.00  GroomExcPos
  0.00      2.10     0.00    10000     0.00     0.00  GGGetHashTable
  0.00      2.10     0.00     6887     0.00     0.00  FindTransitiveClosure
  0.00      2.10     0.00     6887     0.00     0.00  Maximize
  0.00      2.10     0.00     6222     0.00     0.00  IncCounter
  0.00      2.10     0.00     5154     0.00     0.00  NormHashKey
  0.00      2.10     0.00     3121     0.00     0.00  ValidateEntrances
  0.00      2.10     0.00     3120     0.00     0.00  EvaluateGroom
  0.00      2.10     0.00     3119     0.00     0.00  GGStoreHashTable
  0.00      2.10     0.00     2283     0.00     0.00  compare_negval
  0.00      2.10     0.00     2096     0.00     0.00  PSUnSetPathFlag
  0.00      2.10     0.00     1867     0.00     0.00  MarkReachDist
  0.00      2.10     0.00     1842     0.00     0.00  DeadLowerBound
  0.00      2.10     0.00     1664     0.00     0.00  Crowding
  0.00      2.10     0.00     1664     0.00     0.00  DistantMove
  0.00      2.10     0.00      894     0.00     0.00  XDistStone
  0.00      2.10     0.00      801     0.00     0.00  MinMatch
  0.00      2.10     0.00      734     0.00     0.00  My_free
  0.00      2.10     0.00      677     0.00     0.00  print_stats
  0.00      2.10     0.00      672     0.00     0.00  SubsetBS
  0.00      2.10     0.00      669     0.00     0.00  init_stats
  0.00      2.10     0.00      587     0.00     0.00  BetterUpdateLowerBound
  0.00      2.10     0.00      587     0.00     0.00  MakeMove
  0.00      2.10     0.00      533     0.00     0.00  BitAndNotAndNotBS
  0.00      2.10     0.00      498     0.00     0.00  FindClosestPosStone
  0.00      2.10     0.00      476     0.00     0.00  Mprintf
  0.00      2.10     0.00      454     0.00     0.00  PenDeactivateStones
  0.00      2.10     0.00      433     0.00     0.00  PenIda
  0.00      2.10     0.00      399     0.00     0.00  PenStartIda
  0.00      2.10     0.00      394     0.00     0.00  QualityCompare
  0.00      2.10     0.00      394     0.00     0.00  StoreHashTable
  0.00      2.10     0.00      287     0.00     0.00  FindClosestPosMan
  0.00      2.10     0.00      277     0.00     0.00  DeadIda
  0.00      2.10     0.00      269     0.00     0.00  DeadStartIda
  0.00      2.10     0.00      224     0.00     0.00  RegisterMove
  0.00      2.10     0.00      214     0.00     0.00  IsGoalNodeNorm
  0.00      2.10     0.00      213     0.00     0.00  BetterUpdateLowerBound2
  0.00      2.10     0.00      213     0.00     0.00  UnMakeMove
  0.00      2.10     0.00      198     0.00     0.00  GetHashTable
  0.00      2.10     0.00      196     0.00     0.00  AreaMove
  0.00      2.10     0.00      196     0.00     0.00  FindFringeStones
  0.00      2.10     0.00      192     0.00     0.00  NewMoveOrdering
  0.00      2.10     0.00      187     0.00     0.00  HumanMove
  0.00      2.10     0.00      180     0.00     0.00  PenMoveSuspected
  0.00      2.10     0.00      161     0.00     0.00  InitIDA
  0.00      2.10     0.00      156     0.00     0.00  DeadMoveSuspected
  0.00      2.10     0.00      138     0.00     0.00  UpdateMaze
  0.00      2.10     0.00      119     0.00     0.00  Communicating
  0.00      2.10     0.00      119     0.00     0.00  GetBaseProps
  0.00      2.10     0.00      105     0.00     0.00  FindFarthestPosStone
  0.00      2.10     0.00      105     0.00     0.00  ValueSquare
  0.00      2.10     0.00      105     0.00     0.00  ValueSquareEntr
  0.00      2.10     0.00       86     0.00     0.00  ResetHist
  0.00      2.10     0.00       72     0.00     0.00  MarkReachPos
  0.00      2.10     0.00       70     0.00     0.00  WhichStones
  0.00      2.10     0.00       61     0.00     0.00  WasTestedPen
  0.00      2.10     0.00       60     0.00     0.00  My_malloc
  0.00      2.10     0.00       56     0.00     0.00  My_realloc
  0.00      2.10     0.00       53     0.00     0.02  PenMove
  0.00      2.10     0.00       47     0.00     0.00  AddMoreStones
  0.00      2.10     0.00       42     0.00     0.00  PropStonesDone
  0.00      2.10     0.00       39     0.00     0.00  AddConflict
  0.00      2.10     0.00       39     0.00     0.00  RemoveDuplicates
  0.00      2.10     0.00       37     0.00     0.02  DeadMove
  0.00      2.10     0.00       37     0.00     0.00  FindFirstSet
  0.00      2.10     0.00       37     0.00     0.00  FindPenalty
  0.00      2.10     0.00       37     0.00     0.00  InsertConflict
  0.00      2.10     0.00       25     0.00     0.00  AddTestedPen
  0.00      2.10     0.00       25     0.00     0.00  GoodTested
  0.00      2.10     0.00       25     0.00     0.00  LogAndAndNotBS
  0.00      2.10     0.00       21     0.00     0.00  RestoreMaze
  0.00      2.10     0.00       21     0.00     0.00  SaveMaze
  0.00      2.10     0.00       17     0.00     0.00  BitOrBS
  0.00      2.10     0.00       15     0.00     0.00  BuildGMTree
  0.00      2.10     0.00       15     0.00     0.00  GMDelHashEntry
  0.00      2.10     0.00       15     0.00     0.00  GMGetHashTable
  0.00      2.10     0.00       15     0.00     0.00  GetGMTree
  0.00      2.10     0.00       14     0.00     0.00  CreateGMacro
  0.00      2.10     0.00       14     0.00     0.00  CreatePropGMacro
  0.00      2.10     0.00       14     0.00     0.00  DistToGoal
  0.00      2.10     0.00       14     0.00     0.00  FindBestSquare
  0.00      2.10     0.00       14     0.00     0.00  GMStoreHashTable
  0.00      2.10     0.00       14     0.00     0.00  GetProperties
  0.00      2.10     0.00       14     0.00     0.01  GetSquareValues
  0.00      2.10     0.00       11     0.00     0.00  DeadMiniConflict
  0.00      2.10     0.00       11     0.00     0.00  FindStartEndTunnel
  0.00      2.10     0.00       11     0.00     0.00  PenMiniConflict
  0.00      2.10     0.00        8     0.00     0.00  CopyMaze
  0.00      2.10     0.00        8     0.00     0.00  DelCopiedMaze
  0.00      2.10     0.00        4     0.00     0.00  AddConflicts
  0.00      2.10     0.00        4     0.00     0.00  InitHist
