Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 40.58      0.28     0.28    69737     0.00     0.00  Moves
 36.23      0.53     0.25   102476     0.00     0.00  MarkReach
  2.90      0.55     0.02    62579     0.00     0.00  GetPenalty
  2.90      0.57     0.02     3911     0.01     0.04  DistToGoal
  1.45      0.58     0.01   240922     0.00     0.00  GetManDir
  1.45      0.59     0.01   186861     0.00     0.00  XDistMan
  1.45      0.60     0.01   108851     0.00     0.00  Frozen
  1.45      0.61     0.01    62579     0.00     0.00  LogAndNotAndNotBS
  1.45      0.62     0.01    33050     0.00     0.00  DeadUpdateLowerBound
  1.45      0.63     0.01    25194     0.00     0.01  GenerateMoves
  1.45      0.64     0.01    23353     0.00     0.01  PushesMoves
  1.45      0.65     0.01    16119     0.00     0.00  UnReach
  1.45      0.66     0.01     7730     0.00     0.00  PenMakeMove
  1.45      0.67     0.01     7355     0.00     0.00  PenMoveOrdering
  1.45      0.68     0.01     2358     0.00     0.01  RegisterMove
  1.45      0.69     0.01      902     0.01     0.24  PenIda
  0.00      0.69     0.00   335087     0.00     0.00  GetOptDist
  0.00      0.69     0.00   193924     0.00     0.00  AllBitsSetBS
  0.00      0.69     0.00   160430     0.00     0.00  BitOrEqBS
  0.00      0.69     0.00   127750     0.00     0.00  DistantSquares
  0.00      0.69     0.00   116994     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.69     0.00   110220     0.00     0.00  DiffToDir
  0.00      0.69     0.00   101877     0.00     0.00  DeadCompare
  0.00      0.69     0.00    97138     0.00     0.00  GenAllSquares
  0.00      0.69     0.00    86025     0.00     0.00  BitOrAndEqBS
  0.00      0.69     0.00    86025     0.00     0.00  DeadLock
  0.00      0.69     0.00    85302     0.00     0.00  DeadLock2
  0.00      0.69     0.00    85302     0.00     0.00  SubMacro
  0.00      0.69     0.00    62579     0.00     0.00  BitAndNotButOrBS
  0.00      0.69     0.00    59623     0.00     0.00  AbortSearch
  0.00      0.69     0.00    52122     0.00     0.00  UpdateHashKey
  0.00      0.69     0.00    47485     0.00     0.00  Debug
  0.00      0.69     0.00    47471     0.00     0.00  DeadTree
  0.00      0.69     0.00    46046     0.00     0.00  PenCompare
  0.00      0.69     0.00    30108     0.00     0.00  IncNodeCount
  0.00      0.69     0.00    26347     0.00     0.00  PSStoreHashTable
