Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 28.55      3.36     3.36  1175262     0.00     0.00  GetPenalty
 25.57      6.37     3.01   447735     0.00     0.00  Moves
 13.34      7.94     1.57   479112     0.00     0.00  MarkReach
  6.29      8.68     0.74   910039     0.00     0.00  UnReach
  5.95      9.38     0.70 23898262     0.00     0.00  AllBitsSetBS
  2.21      9.64     0.26   380068     0.00     0.00  GenerateMoves
  1.44      9.81     0.17   665498     0.00     0.00  PenUpdateLowerBound
  1.27      9.96     0.15   386731     0.00     0.00  MarkReachQuick
  1.19     10.10     0.14   345969     0.00     0.00  My_qsort
  0.85     10.20     0.10  2037341     0.00     0.00  BitOrAndEqBS
  0.85     10.30     0.10  1198592     0.00     0.00  BitNotAndNotAndNotBS
  0.85     10.40     0.10    33101     0.00     0.00  MarkReachGRoom
  0.76     10.49     0.09   278397     0.00     0.00  PushesMoves
  0.68     10.57     0.08  2956123     0.00     0.00  Frozen
  0.59     10.64     0.07   225018     0.00     0.00  PenMoveOrdering
  0.59     10.71     0.07  1175262     0.00     0.00  BitAndNotButOrBS
  0.59     10.78     0.07   359262     0.00     0.00  DeadUpdateLowerBound
  0.51     10.84     0.06    52839     0.00     0.00  DeadLowerBound
  0.51     10.90     0.06  2517163     0.00     0.00  BitOrEqBS
  0.51     10.96     0.06    66493     0.00     0.00  PenLowerBound
  0.42     11.01     0.05    26823     0.00     0.00  StoneReach
  0.42     11.06     0.05     7998     0.00     0.00  PenIda
  0.34     11.10     0.04  2173449     0.00     0.00  BitNext
  0.34     11.14     0.04  1175262     0.00     0.00  LogAndNotAndNotBS
  0.34     11.18     0.04   800054     0.00     0.00  GenAllSquares
  0.34     11.22     0.04   622968     0.00     0.00  BitAndNotEqBS
  0.25     11.25     0.03  1940678     0.00     0.00  SubMacro
  0.25     11.28     0.03  3161182     0.00     0.00  GetManDir
  0.25     11.31     0.03   478459     0.00     0.00  PSStoreHashTable
  0.25     11.34     0.03   436815     0.00     0.00  PSGetHashTable
  0.25     11.37     0.03   362462     0.00     0.00  PenMakeMove
  0.25     11.40     0.03   178522     0.00     0.00  NumberBitsBS
  0.17     11.42     0.02  2037341     0.00     0.00  DeadLock
  0.17     11.44     0.02  1943163     0.00     0.00  DeadLock2
  0.17     11.46     0.02  1008709     0.00     0.00  GetOptDist
  0.17     11.48     0.02   203900     0.00     0.00  DeadMakeMove
  0.17     11.50     0.02    11428     0.00     0.00  print_stats
  0.17     11.52     0.02    11034     0.00     0.00  init_stats
  0.17     11.54     0.02     8481     0.00     0.00  GoalReach
  0.17     11.56     0.02     7067     0.00     0.00  PenDeactivateStones
  0.17     11.58     0.02     5189     0.00     0.00  DeadIda
  0.17     11.60     0.02     3984     0.00     0.00  MarkReachDist
  0.17     11.62     0.02     1551     0.00     0.00  FindBestSquare
  0.08     11.63     0.01  3110706     0.00     0.00  PenCompare
  0.08     11.64     0.01  1140711     0.00     0.00  LogAndBS
  0.08     11.65     0.01   989232     0.00     0.00  AbortSearch
  0.08     11.66     0.01   580846     0.00     0.00  IncNodeCount
  0.08     11.67     0.01   332749     0.00     0.00  UpdateReach
  0.08     11.68     0.01   154129     0.00     0.00  DeadMoveOrdering
  0.08     11.69     0.01   148904     0.00     0.00  FindTransitiveClosure
  0.08     11.70     0.01   148904     0.00     0.00  Maximize
  0.08     11.71     0.01   119622     0.00     0.00  NormHashKey
  0.08     11.72     0.01     4272     0.00     0.00  PickUpEntrances
  0.08     11.73     0.01     4272     0.00     0.00  ValidateEntrances
