Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 62.50      0.05     0.05     7909     0.01     0.01  Moves
 12.50      0.06     0.01   379588     0.00     0.00  GetOptDist
 12.50      0.07     0.01     7922     0.00     0.00  MarkReach
 12.50      0.08     0.01      304     0.03     0.04  DistToGoal
  0.00      0.08     0.00    57556     0.00     0.00  GetManDir
  0.00      0.08     0.00    38239     0.00     0.00  PenCompare
  0.00      0.08     0.00    33808     0.00     0.00  Frozen
  0.00      0.08     0.00    27581     0.00     0.00  BitOrEqBS
  0.00      0.08     0.00    23838     0.00     0.00  BitOrAndEqBS
  0.00      0.08     0.00    23838     0.00     0.00  DeadLock
  0.00      0.08     0.00    21009     0.00     0.00  DeadLock2
  0.00      0.08     0.00    20984     0.00     0.00  AllBitsSetBS
  0.00      0.08     0.00    20687     0.00     0.00  SubMacro
  0.00      0.08     0.00    16685     0.00     0.00  GenAllSquares
  0.00      0.08     0.00    15754     0.00     0.00  GetScew
  0.00      0.08     0.00    15178     0.00     0.00  NewAddScew
  0.00      0.08     0.00    14773     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.08     0.00    12010     0.00     0.00  BitAndNotButOrBS
  0.00      0.08     0.00    12010     0.00     0.00  GetPenalty
  0.00      0.08     0.00    12010     0.00     0.00  LogAndNotAndNotBS
  0.00      0.08     0.00    11351     0.00     0.00  DiffToDir
  0.00      0.08     0.00    11158     0.00     0.00  AbortSearch
  0.00      0.08     0.00    10032     0.00     0.00  UpdateHashKey
  0.00      0.08     0.00     8649     0.00     0.00  UnReach
  0.00      0.08     0.00     8369     0.00     0.00  DeadCompare
  0.00      0.08     0.00     7633     0.00     0.00  DeadTree
  0.00      0.08     0.00     7287     0.00     0.00  BitAndNotEqBS
  0.00      0.08     0.00     6466     0.00     0.00  PenUpdateLowerBound
  0.00      0.08     0.00     6241     0.00     0.00  Debug
  0.00      0.08     0.00     6057     0.00     0.00  PSStoreHashTable
  0.00      0.08     0.00     5881     0.00     0.00  IncNodeCount
  0.00      0.08     0.00     5768     0.00     0.00  XDistMan
  0.00      0.08     0.00     5128     0.00     0.00  PSGetHashTable
  0.00      0.08     0.00     4848     0.00     0.00  GenerateMoves
  0.00      0.08     0.00     4493     0.00     0.01  PushesMoves
  0.00      0.08     0.00     4433     0.00     0.01  SetManStoneSquares
  0.00      0.08     0.00     4262     0.00     0.00  My_qsort
  0.00      0.08     0.00     3706     0.00     0.00  MarkReachQuick
  0.00      0.08     0.00     3598     0.00     0.00  PenMakeMove
  0.00      0.08     0.00     3598     0.00     0.00  PenUnMakeMove
  0.00      0.08     0.00     3488     0.00     0.00  PSSetPathFlag
  0.00      0.08     0.00     3436     0.00     0.00  PenIsGoalNode
  0.00      0.08     0.00     3276     0.00     0.00  DeadUpdateLowerBound
  0.00      0.08     0.00     3195     0.00     0.00  PenMoveOrdering
  0.00      0.08     0.00     3145     0.00     0.00  UpdateReach
  0.00      0.08     0.00     3135     0.00     0.00  DistantSquares
  0.00      0.08     0.00     1996     0.00     0.00  BitNotAndNotBS
  0.00      0.08     0.00     1916     0.00     0.00  NumberBitsBS
  0.00      0.08     0.00     1883     0.00     0.00  IncCounter
  0.00      0.08     0.00     1844     0.00     0.00  DeadIsGoalNode
  0.00      0.08     0.00     1834     0.00     0.00  DeadMakeMove
  0.00      0.08     0.00     1834     0.00     0.00  DeadUnMakeMove
  0.00      0.08     0.00     1713     0.00     0.00  CleanReach
  0.00      0.08     0.00     1713     0.00     0.00  MarkReachGRoom
  0.00      0.08     0.00     1579     0.00     0.00  DeadMoveOrdering
  0.00      0.08     0.00     1412     0.00     0.00  NormHashKey
  0.00      0.08     0.00      910     0.00     0.00  PenLowerBound
  0.00      0.08     0.00      775     0.00     0.00  compare_negval
  0.00      0.08     0.00      726     0.00     0.00  My_free
  0.00      0.08     0.00      658     0.00     0.00  MarkReachDist
  0.00      0.08     0.00      590     0.00     0.00  LogAndBS
  0.00      0.08     0.00      480     0.00     0.00  DeadLowerBound
  0.00      0.08     0.00      358     0.00     0.00  XDistStone
