Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 28.57      0.06     0.06    10508     0.01     0.01  Moves
 19.05      0.10     0.04    11881     0.00     0.00  MarkReach
  9.52      0.12     0.02   402658     0.00     0.00  GetOptDist
  9.52      0.14     0.02     7364     0.00     0.00  PenUpdateLowerBound
  4.76      0.15     0.01    32617     0.00     0.00  AllBitsSetBS
  4.76      0.16     0.01    28376     0.00     0.00  DeadLock
  4.76      0.17     0.01    25759     0.00     0.00  SubMacro
  4.76      0.18     0.01    21100     0.00     0.00  GenAllSquares
  4.76      0.19     0.01    15838     0.00     0.00  GetPenalty
  4.76      0.20     0.01     5349     0.00     0.02  PushesMoves
  4.76      0.21     0.01     1508     0.01     0.01  MarkReachGRoom
  0.00      0.21     0.00    83606     0.00     0.00  GetManDir
  0.00      0.21     0.00    40005     0.00     0.00  PenCompare
  0.00      0.21     0.00    37129     0.00     0.00  Frozen
  0.00      0.21     0.00    33254     0.00     0.00  BitOrEqBS
  0.00      0.21     0.00    28376     0.00     0.00  BitOrAndEqBS
  0.00      0.21     0.00    25923     0.00     0.00  DeadLock2
  0.00      0.21     0.00    19314     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.21     0.00    18137     0.00     0.00  DeadCompare
  0.00      0.21     0.00    16874     0.00     0.00  GetScew
  0.00      0.21     0.00    16145     0.00     0.00  NewAddScew
  0.00      0.21     0.00    15941     0.00     0.00  DiffToDir
  0.00      0.21     0.00    15838     0.00     0.00  BitAndNotButOrBS
  0.00      0.21     0.00    15838     0.00     0.00  LogAndNotAndNotBS
  0.00      0.21     0.00    14506     0.00     0.00  AbortSearch
  0.00      0.21     0.00    13716     0.00     0.00  UpdateHashKey
  0.00      0.21     0.00    11321     0.00     0.00  DeadTree
  0.00      0.21     0.00     9916     0.00     0.00  UnReach
  0.00      0.21     0.00     8235     0.00     0.00  PSStoreHashTable
  0.00      0.21     0.00     7776     0.00     0.00  BitAndNotEqBS
  0.00      0.21     0.00     7686     0.00     0.00  IncNodeCount
  0.00      0.21     0.00     7433     0.00     0.00  Debug
  0.00      0.21     0.00     6588     0.00     0.00  PSGetHashTable
  0.00      0.21     0.00     6162     0.00     0.00  GenerateMoves
