Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 33.33      0.01     0.01     3423     0.00     0.00  MarkReach
 33.33      0.02     0.01     1753     0.01     0.01  Moves
 33.33      0.03     0.01                             GetShortestDist
  0.00      0.03     0.00   136723     0.00     0.00  GetOptDist
  0.00      0.03     0.00     9308     0.00     0.00  GetScew
  0.00      0.03     0.00     9117     0.00     0.00  GetManDir
  0.00      0.03     0.00     8579     0.00     0.00  NewAddScew
  0.00      0.03     0.00     5566     0.00     0.00  BitOrEqBS
  0.00      0.03     0.00     4169     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.03     0.00     4101     0.00     0.00  DiffToDir
  0.00      0.03     0.00     3976     0.00     0.00  Frozen
  0.00      0.03     0.00     3247     0.00     0.00  GenAllSquares
  0.00      0.03     0.00     3051     0.00     0.00  BitOrAndEqBS
  0.00      0.03     0.00     3051     0.00     0.00  DeadLock
  0.00      0.03     0.00     2922     0.00     0.00  DeadLock2
  0.00      0.03     0.00     2922     0.00     0.00  SubMacro
  0.00      0.03     0.00     2399     0.00     0.00  IncCounter
  0.00      0.03     0.00     2269     0.00     0.00  BitAndNotButOrBS
  0.00      0.03     0.00     2269     0.00     0.00  GetPenalty
  0.00      0.03     0.00     2269     0.00     0.00  LogAndNotAndNotBS
  0.00      0.03     0.00     2178     0.00     0.00  DeadCompare
  0.00      0.03     0.00     2123     0.00     0.00  AbortSearch
  0.00      0.03     0.00     2114     0.00     0.00  PenCompare
  0.00      0.03     0.00     1928     0.00     0.00  XDistMan
  0.00      0.03     0.00     1872     0.00     0.00  UpdateHashKey
  0.00      0.03     0.00     1652     0.00     0.00  Debug
  0.00      0.03     0.00     1529     0.00     0.00  DeadTree
  0.00      0.03     0.00     1475     0.00     0.00  IncNodeCount
  0.00      0.03     0.00     1388     0.00     0.00  BitAndNotEqBS
  0.00      0.03     0.00     1220     0.00     0.00  AllBitsSetBS
  0.00      0.03     0.00     1134     0.00     0.00  DistantSquares
  0.00      0.03     0.00     1126     0.00     0.00  PSStoreHashTable
  0.00      0.03     0.00      994     0.00     0.01  PushesMoves
  0.00      0.03     0.00      958     0.00     0.01  GenerateMoves
  0.00      0.03     0.00      950     0.00     0.01  SetManStoneSquares
  0.00      0.03     0.00      936     0.00     0.00  UnReach
  0.00      0.03     0.00      933     0.00     0.00  PSGetHashTable
  0.00      0.03     0.00      918     0.00     0.00  DeadUpdateLowerBound
  0.00      0.03     0.00      906     0.00     0.00  EntrComp
  0.00      0.03     0.00      792     0.00     0.00  My_qsort
  0.00      0.03     0.00      768     0.00     0.00  PenUpdateLowerBound
  0.00      0.03     0.00      715     0.00     0.00  My_free
  0.00      0.03     0.00      700     0.00     0.00  PSSetPathFlag
  0.00      0.03     0.00      669     0.00     0.00  BitNotAndNotBS
  0.00      0.03     0.00      600     0.00     0.00  MarkReachDist
  0.00      0.03     0.00      593     0.00     0.00  CleanReach
  0.00      0.03     0.00      593     0.00     0.00  MarkReachGRoom
  0.00      0.03     0.00      590     0.00     0.00  Isnt0BS
  0.00      0.03     0.00      587     0.00     0.00  BitAndNotBS
  0.00      0.03     0.00      550     0.00     0.00  NumberBitsBS
  0.00      0.03     0.00      533     0.00     0.00  DeadIsGoalNode
  0.00      0.03     0.00      510     0.00     0.00  DeadMakeMove
  0.00      0.03     0.00      510     0.00     0.00  DeadUnMakeMove
  0.00      0.03     0.00      502     0.00     0.00  DeadMoveOrdering
  0.00      0.03     0.00      450     0.00     0.00  GroomIncPos
  0.00      0.03     0.00      445     0.00     0.00  PenIsGoalNode
  0.00      0.03     0.00      433     0.00     0.00  GroomExcPos
  0.00      0.03     0.00      417     0.00     0.00  PenMakeMove
  0.00      0.03     0.00      417     0.00     0.00  PenUnMakeMove
  0.00      0.03     0.00      415     0.00     0.00  MarkReachQuick
  0.00      0.03     0.00      411     0.00     0.00  PenMoveOrdering
  0.00      0.03     0.00      407     0.00     0.00  compare_negval
  0.00      0.03     0.00      394     0.00     0.00  GGGetHashTable
  0.00      0.03     0.00      346     0.00     0.00  StoneReach
  0.00      0.03     0.00      331     0.00     0.00  UpdateReach
  0.00      0.03     0.00      277     0.00     0.02  DistToGoal
  0.00      0.03     0.00      248     0.00     0.00  NormHashKey
  0.00      0.03     0.00      234     0.00     0.00  Mprintf
  0.00      0.03     0.00      187     0.00     0.00  MinMatch
  0.00      0.03     0.00      162     0.00     0.00  Crowding
  0.00      0.03     0.00      162     0.00     0.00  DistantMove
  0.00      0.03     0.00      159     0.00     0.00  PickUpEntrances
  0.00      0.03     0.00      159     0.00     0.00  ValidateEntrances
  0.00      0.03     0.00      158     0.00     0.00  EvaluateGroom
  0.00      0.03     0.00      157     0.00     0.00  GGStoreHashTable
  0.00      0.03     0.00      142     0.00     0.00  LogAndBS
  0.00      0.03     0.00      137     0.00     0.00  BetterUpdateLowerBound
  0.00      0.03     0.00      137     0.00     0.00  MakeMove
  0.00      0.03     0.00      119     0.00     0.00  DeadLowerBound
  0.00      0.03     0.00      115     0.00     0.00  PenLowerBound
  0.00      0.03     0.00       90     0.00     0.00  QualityCompare
  0.00      0.03     0.00       90     0.00     0.00  StoreHashTable
  0.00      0.03     0.00       69     0.00     0.00  print_stats
  0.00      0.03     0.00       67     0.00     0.00  XDistStone
  0.00      0.03     0.00       66     0.00     0.00  init_stats
  0.00      0.03     0.00       54     0.00     0.00  ResetHist
  0.00      0.03     0.00       52     0.00     0.00  My_malloc
  0.00      0.03     0.00       51     0.00     0.00  IsGoalNodeNorm
  0.00      0.03     0.00       49     0.00     0.00  BetterUpdateLowerBound2
  0.00      0.03     0.00       49     0.00     0.00  PenDeactivateStones
  0.00      0.03     0.00       49     0.00     0.00  RegisterMove
  0.00      0.03     0.00       49     0.00     0.00  UnMakeMove
  0.00      0.03     0.00       47     0.00     0.00  BitAndNotAndNotBS
  0.00      0.03     0.00       47     0.00     0.00  FindClosestPosStone
  0.00      0.03     0.00       47     0.00     0.00  GetHashTable
  0.00      0.03     0.00       45     0.00     0.00  NewMoveOrdering
  0.00      0.03     0.00       44     0.00     0.00  HumanMove
  0.00      0.03     0.00       43     0.00     0.13  AreaMove
  0.00      0.03     0.00       43     0.00     0.00  FindFringeStones
  0.00      0.03     0.00       42     0.00     0.00  GoalReach
  0.00      0.03     0.00       40     0.00     0.00  InitIDA
