Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 22.22      0.14     0.14    40809     0.00     0.00  MarkReach
 14.29      0.23     0.09    67157     0.00     0.00  GetPenalty
 12.70      0.31     0.08    18309     0.00     0.00  Moves
  9.52      0.37     0.06     5742     0.01     0.02  DistToGoal
  4.76      0.40     0.03    14172     0.00     0.00  MarkReachGRoom
  3.17      0.42     0.02   418142     0.00     0.00  AllBitsSetBS
  3.17      0.44     0.02    65750     0.00     0.00  LogAndBS
  3.17      0.46     0.02    51722     0.00     0.00  UnReach
  3.17      0.48     0.02     6856     0.00     0.00  PenLowerBound
  3.17      0.50     0.02     2691     0.01     0.01  ValidateEntrances
  1.59      0.51     0.01   421010     0.00     0.00  GetOptDist
  1.59      0.52     0.01   145174     0.00     0.00  BitOrEqBS
  1.59      0.53     0.01   116713     0.00     0.00  Frozen
  1.59      0.54     0.01    94048     0.00     0.00  BitOrAndEqBS
  1.59      0.55     0.01    53454     0.00     0.00  UpdateHashKey
  1.59      0.56     0.01    50563     0.00     0.00  BitAndNotEqBS
  1.59      0.57     0.01    40948     0.00     0.00  PenUpdateLowerBound
  1.59      0.58     0.01    21222     0.00     0.01  GenerateMoves
  1.59      0.59     0.01    13228     0.00     0.00  StoneReach
  1.59      0.60     0.01     3370     0.00     0.00  DeadLowerBound
  1.59      0.61     0.01     3084     0.00     0.01  GoalReach
  1.59      0.62     0.01     1432     0.01     0.01  init_stats
  1.59      0.63     0.01        4     2.50     2.50  SetStoneDistances
  0.00      0.63     0.00   156951     0.00     0.00  XDistMan
  0.00      0.63     0.00   153319     0.00     0.00  PenCompare
  0.00      0.63     0.00   114885     0.00     0.00  BitNext
  0.00      0.63     0.00    96219     0.00     0.00  GetManDir
  0.00      0.63     0.00    94048     0.00     0.00  DeadLock
  0.00      0.63     0.00    90421     0.00     0.00  DeadLock2
  0.00      0.63     0.00    90421     0.00     0.00  SubMacro
  0.00      0.63     0.00    89616     0.00     0.00  DistantSquares
  0.00      0.63     0.00    83126     0.00     0.00  BitNotAndNotAndNotBS
  0.00      0.63     0.00    73920     0.00     0.00  DiffToDir
  0.00      0.63     0.00    67157     0.00     0.00  BitAndNotButOrBS
  0.00      0.63     0.00    67157     0.00     0.00  LogAndNotAndNotBS
